session_label,source_session_root,calibration_profile_id,calibration_profile_hash,vicon_calibration_source,case_id,case_name,throw_id,command_axis,command_value,pulse_start_s,pulse_duration_s,termination_reason,termination_group,launch_speed_m_s,duration_s,x0_m,y0_m,z0_m,launch_x_offset_m,launch_y_offset_m,launch_z_offset_m,u0_m_s,v0_m_s,w0_m_s,p0_rad_s,q0_rad_s,r0_rad_s,phi0_deg,theta0_deg,psi0_deg,speed0_m_s,horizontal_speed0_m_s,flight_path_angle_proxy0_deg,sideslip_proxy0_deg,vicon_offset_x_m,vicon_offset_y_m,vicon_offset_z_m,x_end_m,y_end_m,z_end_m,dx_m,dy_m,dz_m,altitude_loss_m,horizontal_distance_m,glide_ratio_x_over_altloss,glide_ratio_horizontal_over_altloss,sink_rate_m_s,mean_speed_m_s,mean_forward_speed_m_s,max_abs_phi_deg,max_abs_theta_deg,max_abs_psi_deg,max_abs_p_rad_s,max_abs_q_rad_s,max_abs_r_rad_s,mean_rate_confidence,min_rate_confidence,spike_downweighted_fraction,body_rate_limited_fraction,sample_count
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v003,neutral,0,0,0,exit_gate_floor,floor,3.932095619,1.0095038,1.264145023,2.1037672,1.546616291,-0.03585497658,0.1037672001,-0.003383709465,3.828827366,0.6045006115,0.6316980748,-0.100084781,0.1554788065,0.0509267603,-1.199816133,2.13415795,-7.476351238,3.927388757,3.876253344,-9.255905493,8.971880861,4.152039683,2.461843554,0.03420135379,4.225237295,2.252575582,0.3895887884,2.961092272,0.1488083818,-1.157027502,1.157027502,2.964829063,2.559223758,2.562453406,1.146134866,3.172591372,2.739944071,3.838002602,13.33167262,7.476351238,0.3293605047,1.003861484,0.1596595159,0.95,0.95,0,0,108
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v004,neutral,0,0,0,exit_gate_floor,floor,4.629000538,1.0865236,1.287717601,2.170039157,1.490362653,-0.01228239944,0.170039157,-0.05963734706,4.360049276,1.564095846,0.03166564626,-0.06460566629,-0.4368514409,-0.1601302128,6.410150826,-9.506451433,-10.89387627,4.63221634,4.632108106,-0.3916747155,19.73461206,4.152039683,2.461843554,0.03420135379,5.332445831,2.646145412,0.3967577756,4.04472823,0.4761062548,-1.093604877,1.093604877,4.072653143,3.698527973,3.72406271,1.006517371,3.957703438,3.650563502,8.673503118,14.75224888,12.04526628,0.6804762575,1.236361525,0.323086699,0.95,0.95,0,0,180
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v005,neutral,0,0,0,exit_gate_floor,floor,4.239287502,1.073812,1.249733943,2.095042885,1.550297759,-0.0502660568,0.09504288492,0.000297758767,4.128559013,0.9632588229,0.05427418685,-0.1293190446,0.04685729334,-0.3059649249,3.313546796,-1.518962723,-7.697171352,4.239789237,4.239441836,-0.7334720209,13.13307977,4.152039683,2.461843554,0.03420135379,4.760035907,2.515335191,0.3957866345,3.510301964,0.4202923065,-1.154511124,1.154511124,3.53537346,3.040509433,3.062225548,1.075152005,3.542134563,3.112034189,15.42434746,14.76812189,10.5483804,0.8865724535,1.243740586,0.4351829575,0.95,0.95,0,0,175
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v006,neutral,0,0,0,exit_gate_floor,floor,5.504381512,1.2759417,1.283840267,2.191147199,1.415967952,-0.01615973313,0.1911471995,-0.1340320476,5.18769646,1.808979066,0.2735891213,-0.1613633123,0.5006832893,-0.1884137294,6.589903103,-2.683867938,-10.68141719,5.5008591,5.494051313,-2.850822296,19.22395206,4.152039683,2.461843554,0.03420135379,5.823157809,2.57909438,0.3975550019,4.539317543,0.3879471809,-1.018412951,1.018412951,4.555865095,4.457246484,4.473494856,0.7981657395,3.877515744,3.541879702,9.502618907,21.82528603,10.95023599,0.6949355944,1.438047325,0.3482868886,0.95,0.95,0,0,204
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v007,neutral,0,0,0,exit_gate_floor,floor,5.666149337,1.3306842,1.308852143,2.069284926,1.423418004,0.008852142625,0.0692849258,-0.1265819955,5.532721761,1.237635636,0.1972143739,-0.1832383719,0.659258763,-0.5226210516,4.144436704,-4.56458292,-9.087163654,5.672886881,5.669457827,-1.992253467,12.60913084,4.152039683,2.461843554,0.03420135379,5.97603541,2.503448094,0.3941130699,4.667183267,0.4341631685,-1.029304935,1.029304935,4.68733371,4.534305734,4.553882481,0.7735155604,3.83937449,3.352207058,11.52175295,25.25131185,10.66556882,1.355968193,1.587151381,0.5226210516,0.95,0.95,0,0,216
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v008,neutral,0,0,0,exit_gate_floor,floor,5.101081705,1.2316014,1.272363657,2.075107882,1.476109762,-0.02763634272,0.07510788231,-0.07389023849,4.998634286,1.021500925,0.269886967,-0.4887873504,0.2036736388,-0.07949877915,-0.6147122823,-4.125378717,-10.30900352,5.109075047,5.101941676,-3.028059829,11.54971157,4.152039683,2.461843554,0.03420135379,5.615350188,2.190842353,0.380526065,4.34298653,0.1157344709,-1.095583697,1.095583697,4.344528337,3.964084665,3.965491957,0.8895602883,3.80144592,3.505324907,7.938913466,19.96499524,10.33367605,0.4887873504,1.444463193,0.4023808297,0.95,0.95,0,0,201
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v009,neutral,0,0,0,exit_gate_floor,floor,5.153655607,1.2877676,1.266411151,2.164762383,1.548826516,-0.03358884914,0.1647623832,-0.00117348406,4.999520858,1.185110272,0.3540636086,0.07851105979,0.7823782518,-0.4307779742,3.990776138,2.232568129,-9.96125723,5.15024817,5.138063368,-3.942016619,13.33552584,4.152039683,2.461843554,0.03420135379,5.115425084,2.501476283,0.3916911215,3.849013933,0.3367139003,-1.157135394,1.157135394,3.863713823,3.326329789,3.33903348,0.8985591767,3.361544833,2.766740097,15.61104773,27.81902175,10.68116573,1.625337714,1.439256311,0.5005910071,0.95,0.95,0,0,199
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v010,neutral,0,0,0,exit_gate_floor,floor,4.589954016,1.1676584,1.261258504,2.087068075,1.521481343,-0.03874149555,0.08706807456,-0.02851865737,4.46216642,0.9288613308,0.516746985,-0.4587790367,0.5510324036,0.2795224437,2.128626023,2.191709572,-8.54750747,4.587018637,4.557818835,-6.46834219,11.75897682,4.152039683,2.461843554,0.03420135379,4.895167426,2.195716618,0.3875531953,3.633908921,0.1086485437,-1.133928147,1.133928147,3.635532775,3.204708279,3.206140339,0.9711129105,3.386043002,3.019476445,5.363676576,17.79420932,8.54750747,0.4587790367,1.264720751,0.3428233154,0.95,0.95,0,0,180
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v011,neutral,0,0,0,exit_gate_floor,floor,4.91644458,1.1997485,1.266200549,2.041535338,1.578809365,-0.03379945117,0.04153533787,0.02880936458,4.790958624,1.101735688,-0.05951377408,-0.1445983103,-0.05382749838,0.2025128742,5.833369868,-2.679817246,-8.866884937,4.91636532,4.916005092,0.6935960085,12.95066553,4.152039683,2.461843554,0.03420135379,5.81038275,2.063038089,0.3966808181,4.544182201,0.02150275111,-1.182128546,1.182128546,4.544233076,3.844067733,3.844110769,0.9853136273,3.980764582,3.772647963,5.833369868,21.60405858,8.866884937,0.3084325254,1.419603483,0.3623747827,0.95,0.95,0,0,191
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v012,neutral,0,0,0,exit_gate_floor,floor,4.866582935,1.186365,1.313589342,2.053670839,1.540145669,0.01358934197,0.05367083906,-0.009854330641,4.797448282,0.4876684438,0.6433408596,-0.5120547069,1.126428865,0.702384911,-2.833251244,5.622311552,-5.151403541,4.864896503,4.822170728,-7.599135116,5.80427229,4.152039683,2.461843554,0.03420135379,4.818744334,1.920452313,0.388226111,3.505154992,-0.1332185263,-1.151919558,1.151919558,3.507685661,3.042881742,3.045078656,0.9709655615,3.378516693,2.770892849,27.19992933,24.99633848,5.151403541,2.062553981,1.685684012,0.9473495607,0.95,0.95,0,0,192
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v013,neutral,0,0,0,exit_gate_floor,floor,4.793552468,1.3377003,1.253748132,2.074237394,1.594311152,-0.04625186766,0.07423739382,0.0443111525,4.728599015,0.8345013308,-0.5812027977,-0.3819178844,-0.04021811502,-0.1391659467,4.135066921,-1.170046129,-6.921891907,4.836717668,4.801670658,6.901608812,10.00848134,4.152039683,2.461843554,0.03420135379,5.964769962,2.423937265,0.3870037739,4.711021829,0.3496998711,-1.207307379,1.207307379,4.723983137,3.902089818,3.912825533,0.9025245629,3.816098052,3.51052242,4.162522656,23.1672557,7.170010317,0.4171328234,1.745748447,0.1842570551,0.95,0.95,0,0,213
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v014,neutral,0,0,0,exit_gate_floor,floor,4.755370446,1.125196,1.263018052,2.131562858,1.46806759,-0.03698194836,0.1315628576,-0.08193240953,4.551469718,1.381281394,-0.08324873971,-0.1697356117,0.1333463154,-0.212903832,9.957521886,-4.673572643,-10.80463524,4.757178285,4.75644982,1.002704677,16.88201027,4.152039683,2.461843554,0.03420135379,5.200159855,2.289752961,0.3902233441,3.937141804,0.1581901036,-1.077844246,1.077844246,3.940318476,3.652792894,3.65574014,0.9579168842,3.713564858,3.341727209,15.86528111,17.52424543,11.28022758,1.250110136,1.347197294,0.6581149326,0.95,0.95,0,0,181
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v015,neutral,0,0,0,exit_gate_floor,floor,4.653666694,1.0201985,1.282376027,2.150113826,1.528979371,-0.01762397329,0.1501138257,-0.02102062871,4.623433357,0.4876545169,0.2529554432,-0.0501449105,-0.1768286541,0.9828316735,1.019767638,-6.803587441,-2.780158907,4.655956334,4.649079794,-3.114380308,6.020984396,4.152039683,2.461843554,0.03420135379,5.144127907,1.701779873,0.3981102432,3.86175188,-0.4483339525,-1.130869128,1.130869128,3.887689663,3.41485304,3.43778919,1.108479505,4.079157974,3.658723275,28.18013163,11.47202619,13.87400101,1.336030826,1.224690446,1.085122949,0.95,0.95,0,0,165
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v016,neutral,0,0,0,exit_gate_floor,floor,5.049419374,1.2229588,1.273660315,2.09135221,1.527515192,-0.02633968479,0.09135220993,-0.02248480771,4.828104012,1.429594194,0.4065069789,-0.05761573027,0.5783287371,-0.4214631321,1.816677215,-0.6895725479,-13.70578911,5.051690394,5.035308125,-4.61555287,16.4939408,4.152039683,2.461843554,0.03420135379,5.291228892,2.659176315,0.3903005886,4.017568577,0.5678241053,-1.137214604,1.137214604,4.057496949,3.532814795,3.567925469,0.9298879109,3.615387428,3.133406707,17.12836239,22.89218421,14.29775672,1.024681601,1.501898149,0.5383088911,0.95,0.95,0,0,190
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v017,neutral,0,0,0,exit_gate_floor,floor,5.145174743,1.2451841,1.301497512,2.121591348,1.510517526,0.001497512177,0.1215913484,-0.03948247388,4.682130016,2.156782101,-0.1057216422,-0.2683403829,-0.08930354113,-0.7625171749,2.221077987,-6.435310017,-18.75089729,5.15608646,5.155002475,1.174888838,24.7327459,4.152039683,2.461843554,0.03420135379,5.983224133,2.985888293,0.3769307208,4.681726621,0.8642969447,-1.133586805,1.133586805,4.760837464,4.130011569,4.199799647,0.9103768715,4.00691766,3.436209141,10.35636091,17.93085252,20.68743798,0.7078906249,1.402915707,0.7625171749,0.95,0.95,0,0,203
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v018,neutral,0,0,0,exit_gate_floor,floor,5.174954672,1.2761834,1.289662653,2.09431263,1.503139351,-0.01033734672,0.09431263026,-0.04686064912,4.95692752,1.51774577,-0.0100985756,-0.2379778515,0.5267615965,0.02719930795,6.966938262,-2.416708978,-10.65595296,5.184089568,5.184079732,0.1116119078,17.02389663,4.152039683,2.461843554,0.03420135379,5.810377701,2.131646367,0.3967101877,4.520715048,0.03733373632,-1.106429163,1.106429163,4.520869203,4.08586035,4.085999677,0.8669828828,3.811473377,3.48906555,9.301617426,19.62231632,10.65595296,0.6603615027,1.363315208,0.3860892001,0.95,0.95,0,0,205
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v019,neutral,0,0,0,exit_gate_floor,floor,4.626599547,1.0940274,1.258235466,2.152350751,1.479674169,-0.04176453427,0.1523507505,-0.07032583118,4.472630901,1.171145417,0.1508608602,-0.2538357415,0.008051806672,0.1130369088,5.630616152,-3.70163475,-9.924875012,4.625880215,4.623419597,-1.868881835,14.67330122,4.152039683,2.461843554,0.03420135379,5.094107921,2.260514362,0.3903843011,3.835872456,0.1081636117,-1.089289868,1.089289868,3.837397147,3.521443253,3.522842965,0.9956696402,3.753197489,3.457416519,6.445711243,15.27639116,9.924875012,0.5111237467,1.347150454,0.364862777,0.95,0.95,0,0,174
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v020,neutral,0,0,0,exit_gate_floor,floor,5.197001792,1.1946584,1.269532059,2.133984584,1.425908949,-0.03046794124,0.133984584,-0.1240910509,4.954493084,1.432150226,0.6579508208,-0.6753151275,0.6344623148,-0.5212436402,-1.375535003,-1.299111007,-11.71889329,5.199130242,5.157330316,-7.270285014,16.12251413,4.152039683,2.461843554,0.03420135379,5.311817352,2.917567509,0.3922195312,4.042285293,0.7835829247,-1.033689418,1.033689418,4.117532342,3.910541428,3.983336069,0.8652594064,3.733113224,3.144001595,6.889521886,22.17688401,15.85823258,0.6753151275,1.486127408,0.5212436402,0.95,0.95,0,0,186
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v021,neutral,0,0,0,exit_gate_floor,floor,5.021231141,1.2683023,1.293810037,2.087974345,1.564544854,-0.006189962576,0.08797434529,0.01454485359,4.784982621,1.397743694,0.4851499195,-0.3795438856,0.7675613304,0.1208873864,5.281453162,7.937318284,-10.79547371,5.008504424,4.984951968,-5.558684667,16.2836383,4.152039683,2.461843554,0.03420135379,4.914629739,2.345234497,0.3918342068,3.620819701,0.257260152,-1.172710647,1.172710647,3.629947396,3.087564448,3.095347864,0.9246302295,3.296601937,2.856006966,5.44383052,29.75277501,10.79571422,0.5763854608,1.656414056,0.362400303,0.95,0.95,0,0,196
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v022,neutral,0,0,0,exit_gate_floor,floor,5.075705781,1.3026617,1.2962423,2.086298445,1.552412113,-0.003757699937,0.08629844532,0.002412112534,4.852397709,1.431725945,-0.4892960428,-0.2679959668,-0.4348080708,-0.6705522378,6.231255759,-5.845581457,-14.5784545,5.082815492,5.059209692,5.524119218,16.43897705,4.152039683,2.461843554,0.03420135379,6.13345902,2.311217882,0.3965026532,4.83721672,0.2249194368,-1.155909459,1.155909459,4.842443015,4.184771291,4.189292661,0.8873443192,3.933582758,3.595618384,19.58903227,17.56465713,16.74893272,1.078699765,1.38564124,0.6738079289,0.95,0.95,0,0,213
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v023,neutral,0,0,0,exit_gate_floor,floor,5.195419526,1.1649905,1.257258786,2.144886512,1.429300185,-0.04274121402,0.1448865118,-0.1206998149,4.842359258,1.885268751,0.2193530219,-0.6524967953,0.1991864376,-0.7969515431,3.10528643,-6.286074184,-15.73911968,5.201038088,5.196410439,-2.417158069,21.27238418,4.152039683,2.461843554,0.03420135379,5.539664805,3.27614627,0.3900794495,4.282406019,1.131259758,-1.039220736,1.039220736,4.429305809,4.12078577,4.262141485,0.8920422404,4.031929778,3.263451071,17.27391596,20.9514875,19.82575669,1.247006727,1.618975545,0.7969515431,0.95,0.95,0,0,187
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v024,neutral,0,0,0,exit_gate_floor,floor,5.457005407,1.235884,1.306256582,2.077102077,1.38860105,0.006256582499,0.07710207732,-0.1613989504,5.185188125,1.698801732,0.1283542105,-0.7245069493,-0.0488780483,-0.9449583944,6.233836058,-7.380050057,-15.34099276,5.457891353,5.45638188,-1.347559362,18.14013403,4.152039683,2.461843554,0.03420135379,5.739204812,2.607122408,0.3998240553,4.43294823,0.5300203303,-0.9887769943,0.9887769943,4.464521425,4.483263926,4.51519549,0.8000564732,3.875679146,3.462228614,19.05047602,23.4504048,18.39066079,1.980934711,1.800310798,1.009635626,0.95,0.95,0,0,201
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v025,neutral,0,0,0,exit_gate_floor,floor,5.810292384,1.3583783,1.308977008,2.068617232,1.444943417,0.008977008147,0.06861723232,-0.1050565835,5.681339266,1.210246202,0.278348777,-0.07490372258,0.9003813751,-0.8225295385,7.249730345,0.7192528279,-10.78014227,5.815478464,5.80881328,-2.743421003,12.02547339,4.152039683,2.461843554,0.03420135379,5.780607423,2.120734157,0.3886503037,4.471630415,0.05211692424,-1.056293113,1.056293113,4.471934117,4.23332346,4.233610976,0.7776133591,3.689215058,3.28628757,27.9874181,29.33719995,12.44473172,1.622801643,1.572408541,0.9159520948,0.95,0.95,0,0,220
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v026,neutral,0,0,0,exit_gate_front_wall,front_wall,6.001159375,1.4613187,1.262633103,2.024268499,1.350135612,-0.03736689694,0.02426849876,-0.1998643875,5.965119766,1.011350954,-0.07764114252,-0.487981018,0.9255798315,0.1928272951,4.213714995,-7.180549331,-9.167275574,6.050744808,6.050246655,0.7352205405,9.622656817,4.152039683,2.461843554,0.03420135379,6.604973652,1.468865259,0.4837100367,5.342340549,-0.5554032401,-0.8664255758,0.8664255758,5.371133521,6.165954351,6.199186255,0.5929066505,3.984802633,3.536862167,16.82314097,27.43235967,12.6930188,1.75936646,1.821172769,0.7955348516,0.95,0.95,0,0,240
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v027,neutral,0,0,0,exit_gate_floor,floor,5.316180361,1.3228131,1.273461869,2.086693408,1.453127062,-0.02653813148,0.0866934077,-0.09687293797,5.098216582,1.426511978,0.4491308255,-0.387414098,1.031376541,-0.0131511788,5.79574417,2.394182673,-11.01559497,5.313046889,5.294029537,-4.849203913,15.6319427,4.152039683,2.461843554,0.03420135379,5.40855848,2.267371651,0.396636432,4.135096611,0.1806782431,-1.05649063,1.05649063,4.139041992,3.913992698,3.917727119,0.7986696155,3.474709483,3.026306078,5.79574417,25.11135579,11.01559497,0.6649365759,1.261842088,0.420753795,0.95,0.95,0,0,219
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v028,neutral,0,0,0,exit_gate_floor,floor,5.793313005,1.4047216,1.257533018,2.103211301,1.375457455,-0.04246698164,0.1032113014,-0.1745425448,5.577017401,1.552305939,0.2752917343,-0.2782624047,0.6180789626,-0.08832250113,4.680065819,-3.836344156,-8.912987187,5.795564024,5.789022095,-2.722598164,15.55400176,4.152039683,2.461843554,0.03420135379,6.113026733,2.542069401,0.3895156446,4.855493714,0.4388580998,-0.9859418106,0.9859418106,4.875286211,4.924726452,4.944801163,0.70187702,3.761668036,3.402911907,14.36080793,24.06377771,8.983925173,1.047746923,1.66037045,0.4164067676,0.95,0.95,0,0,230
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v029,neutral,0,0,0,exit_gate_front_wall,front_wall,6.423218996,1.3506091,1.282081343,2.093689859,1.337127815,-0.01791865685,0.09368985865,-0.2128721851,6.345637463,1.150580506,-0.03611904591,-0.2674963762,0.7781245289,0.2182727827,8.419886461,-8.570275628,-7.692370565,6.449205757,6.449104614,0.3208890811,10.27712213,4.152039683,2.461843554,0.03420135379,6.602842074,1.463492553,0.8289792968,5.320760731,-0.6301973053,-0.5081485181,0.5081485181,5.357951418,10.4708772,10.54406581,0.3762365573,4.179821049,3.737434565,13.08580495,28.8971913,20.26908917,1.121799537,1.673143408,0.5630430881,0.95,0.95,0,0,221
20260603_134313,04_Flight_Test/05_Results/cal/n30/20260603_134313,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v030,neutral,0,0,0,exit_gate_floor,floor,5.683325213,1.3838315,1.279068538,2.127967104,1.491597979,-0.0209314616,0.127967104,-0.05840202136,5.508778131,1.413343838,0.1373311414,-0.2637954778,0.3608924057,0.1401571192,7.36820565,-3.125679216,-8.14990387,5.688852006,5.68719415,-1.383277194,14.38955906,4.152039683,2.461843554,0.03420135379,6.402290767,1.8152644,0.3992006359,5.123222228,-0.3127027038,-1.092397343,1.092397343,5.13275647,4.689888952,4.698616766,0.7894005468,3.989916494,3.691765695,9.606115938,26.44553703,11.79470991,0.7086048479,1.523342465,0.4080005394,0.9479357798,0.5,0.004587155963,0,218
20260603_143411,04_Flight_Test/05_Results/cal/n30/20260603_143411,nausicaa_real_flight_vicon_calibration_20260603_131504,6a98a210147a67cc11ff623781cd0353ee5a411a51e4a8196adb354a7056c62e,active_calibration_profile,C0_neutral,Dry-air open-loop neutral glide characterisation,v001,neutral,0,0,0,exit_gate_floor,floor,5.03065634,1.2076013,1.387590582,2.084074439,1.411710331,0.0875905819,0.08407443873,-0.1382896692,4.895004006,1.09341277,0.4479338612,-0.4276056061,0.3937362687,-0.2036381743,0.09692869873,-2.745882206,-9.923244125,5.035599314,5.015637118,-5.103401899,12.59163588,4.152039683,2.461843554,0.03420135379,5.418051213,2.587226419,0.3955774771,4.030460631,0.5031519801,-1.016132854,1.016132854,4.061745292,3.966470148,3.997258111,0.8414473003,3.595003766,3.176313132,11.0777083,22.0055279,11.56402579,0.8154670085,1.364541146,0.4712279331,0.95,0.95,0,0,190
