stage_id,library_size_case_id,start_state_family,primitive_id,primitive_family,entry_role,regime_label,launch_capable_primitive_family_count,launch_capture_primitive_family_count,launch_gate_candidate_rows,expected_launch_gate_rows_per_launch_capture_primitive,expected_full_dense_launch_gate_rows_present,entry_role_rejection_count,rejection_rate,accepted_count,weak_count,failed_count,rejected_count,blocked_count,continuation_valid_count,terminal_useful_count,hard_failure_count,credible_launch_gate_outcome,r5_launch_capture_gate_passed,first_decision_audit_mode
W01,not_applicable_w01,inflight_boundary_near,recovery,recovery,terminal_or_recovery,recovery_or_safe_exit_from_boundary_or_recovery_edge,7,6,0,3840,False,0,0.0,320,352,288,0,0,384,288,288,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_boundary_near,safe_exit_or_recovery_handoff,safe_exit,terminal_or_recovery,recovery_or_safe_exit_from_boundary_or_recovery_edge,7,6,0,3840,False,0,0.0,320,352,288,0,0,384,288,288,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,energy_retaining_bank,energy_retaining_bank,inflight_only,inflight_from_nominal_or_lift_region,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,glide,glide,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,launch_capture_energy_build,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,launch_capture_glide_stabilise,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,launch_capture_lift_seek,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,launch_capture_safe_handoff,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,launch_capture_shallow_left,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,launch_capture_shallow_right,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,lift_dwell_arc,lift_dwell,inflight_only,inflight_from_nominal_or_lift_region,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,lift_entry,lift_entry,inflight_only,inflight_from_nominal_or_lift_region,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,mild_turn_left,mild_turn,inflight_only,inflight_from_nominal_or_lift_region,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,mild_turn_right,mild_turn,inflight_only,inflight_from_nominal_or_lift_region,7,6,0,3840,False,0,0.0,768,416,256,0,0,1184,0,256,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,recovery,recovery,terminal_or_recovery,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,1440,1.0,0,0,0,1440,0,0,0,0,False,False,not_applicable_w01
W01,not_applicable_w01,inflight_lift_region,safe_exit_or_recovery_handoff,safe_exit,terminal_or_recovery,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,1440,1.0,0,0,0,1440,0,0,0,0,False,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,energy_retaining_bank,energy_retaining_bank,inflight_only,inflight_from_nominal_or_lift_region,7,6,0,3840,False,0,0.0,704,1184,512,0,0,1888,0,512,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,glide,glide,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,704,1184,512,0,0,1888,0,512,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,launch_capture_energy_build,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,704,1184,512,0,0,1888,0,512,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,launch_capture_glide_stabilise,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,704,1184,512,0,0,1888,0,512,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,launch_capture_lift_seek,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,704,1184,512,0,0,1888,0,512,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,launch_capture_safe_handoff,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,704,1181,515,0,0,1885,0,515,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,launch_capture_shallow_left,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,704,1184,512,0,0,1888,0,512,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,launch_capture_shallow_right,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,704,1184,512,0,0,1888,0,512,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,lift_dwell_arc,lift_dwell,inflight_only,inflight_from_nominal_or_lift_region,7,6,0,3840,False,0,0.0,704,1181,515,0,0,1885,0,515,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,lift_entry,lift_entry,inflight_only,inflight_from_nominal_or_lift_region,7,6,0,3840,False,0,0.0,704,1181,515,0,0,1885,0,515,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,mild_turn_left,mild_turn,inflight_only,inflight_from_nominal_or_lift_region,7,6,0,3840,False,0,0.0,704,1184,512,0,0,1888,0,512,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,mild_turn_right,mild_turn,inflight_only,inflight_from_nominal_or_lift_region,7,6,0,3840,False,0,0.0,704,1184,512,0,0,1888,0,512,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,recovery,recovery,terminal_or_recovery,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,2400,1.0,0,0,0,2400,0,0,0,0,False,False,not_applicable_w01
W01,not_applicable_w01,inflight_nominal,safe_exit_or_recovery_handoff,safe_exit,terminal_or_recovery,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,2400,1.0,0,0,0,2400,0,0,0,0,False,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,energy_retaining_bank,energy_retaining_bank,inflight_only,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,glide,glide,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,launch_capture_energy_build,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,launch_capture_glide_stabilise,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,launch_capture_lift_seek,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,launch_capture_safe_handoff,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,launch_capture_shallow_left,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,launch_capture_shallow_right,launch_capture,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,lift_dwell_arc,lift_dwell,inflight_only,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,lift_entry,lift_entry,inflight_only,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,mild_turn_left,mild_turn,inflight_only,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,mild_turn_right,mild_turn,inflight_only,out_of_regime_or_entry_role_incompatible,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,recovery,recovery,terminal_or_recovery,recovery_or_safe_exit_from_boundary_or_recovery_edge,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,inflight_recovery_edge,safe_exit_or_recovery_handoff,safe_exit,terminal_or_recovery,recovery_or_safe_exit_from_boundary_or_recovery_edge,7,6,0,3840,False,0,0.0,0,288,672,0,0,288,0,672,True,False,not_applicable_w01
W01,not_applicable_w01,launch_gate,energy_retaining_bank,energy_retaining_bank,inflight_only,out_of_regime_or_entry_role_incompatible,7,6,3840,3840,False,3840,1.0,0,0,0,3840,0,0,0,0,False,False,not_applicable_w01
W01,not_applicable_w01,launch_gate,glide,glide,launch_capable,out_of_regime_or_entry_role_incompatible,7,6,3840,3840,False,0,0.0,1536,512,1792,0,0,2048,0,1792,True,False,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_energy_build,launch_capture,launch_capable,launch_capture_from_launch_gate,7,6,3840,3840,True,0,0.0,1536,512,1792,0,0,2048,0,1792,True,True,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_glide_stabilise,launch_capture,launch_capable,launch_capture_from_launch_gate,7,6,3840,3840,True,0,0.0,1536,512,1792,0,0,2048,0,1792,True,True,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_lift_seek,launch_capture,launch_capable,launch_capture_from_launch_gate,7,6,3840,3840,True,0,0.0,1536,512,1792,0,0,2048,0,1792,True,True,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_safe_handoff,launch_capture,launch_capable,launch_capture_from_launch_gate,7,6,3840,3840,True,0,0.0,1536,512,1792,0,0,2048,0,1792,True,True,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_shallow_left,launch_capture,launch_capable,launch_capture_from_launch_gate,7,6,3840,3840,True,0,0.0,1536,512,1792,0,0,2048,0,1792,True,True,not_applicable_w01
W01,not_applicable_w01,launch_gate,launch_capture_shallow_right,launch_capture,launch_capable,launch_capture_from_launch_gate,7,6,3840,3840,True,0,0.0,1536,512,1792,0,0,2048,0,1792,True,True,not_applicable_w01
W01,not_applicable_w01,launch_gate,lift_dwell_arc,lift_dwell,inflight_only,out_of_regime_or_entry_role_incompatible,7,6,3840,3840,False,3840,1.0,0,0,0,3840,0,0,0,0,False,False,not_applicable_w01
W01,not_applicable_w01,launch_gate,lift_entry,lift_entry,inflight_only,out_of_regime_or_entry_role_incompatible,7,6,3840,3840,False,3840,1.0,0,0,0,3840,0,0,0,0,False,False,not_applicable_w01
W01,not_applicable_w01,launch_gate,mild_turn_left,mild_turn,inflight_only,out_of_regime_or_entry_role_incompatible,7,6,3840,3840,False,3840,1.0,0,0,0,3840,0,0,0,0,False,False,not_applicable_w01
W01,not_applicable_w01,launch_gate,mild_turn_right,mild_turn,inflight_only,out_of_regime_or_entry_role_incompatible,7,6,3840,3840,False,3840,1.0,0,0,0,3840,0,0,0,0,False,False,not_applicable_w01
W01,not_applicable_w01,launch_gate,recovery,recovery,terminal_or_recovery,out_of_regime_or_entry_role_incompatible,7,6,3840,3840,False,3840,1.0,0,0,0,3840,0,0,0,0,False,False,not_applicable_w01
W01,not_applicable_w01,launch_gate,safe_exit_or_recovery_handoff,safe_exit,terminal_or_recovery,out_of_regime_or_entry_role_incompatible,7,6,3840,3840,False,3840,1.0,0,0,0,3840,0,0,0,0,False,False,not_applicable_w01
