primitive_variant_id,controller_id,primitive_id,candidate_index,candidate_weight_label,bundle_status,blocked_reason
primvar_glide_transition_object_fa3df7b02d2d,lqrta_glide_ce8f463becc5,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_077f92e82831,lqrta_glide_1223a180caca,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_58efe159f222,lqrta_glide_5eb45981c5ed,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_776cbb2daed6,lqrta_glide_6a5818666d4d,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_d661c9be65bc,lqrta_glide_3125fbc4d71b,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_678168ed902e,lqrta_glide_50c62004682f,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_1eadc1f975cd,lqrta_glide_3359fa6fb5cc,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_99722475f7bd,lqrta_glide_330061993f06,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_9e47a725f2b2,lqrta_glide_832cf534ade9,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_603d98850499,lqrta_glide_03f8ec98b5b6,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_9e04f5792bdd,lqrta_glide_fe07bfa504b6,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_ffe109ba3411,lqrta_glide_3aa88850662f,glide,3,glide_robust_anchor_rate_damped_ref_damped_level_003,ready,
primvar_glide_transition_object_f875de03303f,lqrta_glide_a2a3741e718a,glide,3,glide_robust_anchor_rate_damped_ref_damped_level_003,ready,
