surface_index,surface_name,command_level_norm,lookup_deflection_deg,lookup_std_deg,lookup_min_deg,lookup_max_deg,valid_hold_count,direction_groups,sweep_phases
1,Aileron_L,-1,-26.586067286433,1.27850256685393,-27.4901051212198,-25.6820294516462,2,negative_first|positive_first,outbound
1,Aileron_L,-0.75,-19.4010789945376,2.74871433766233,-24.1327599756628,-19.3431439489056,3,negative_first|positive_first,outbound|return
1,Aileron_L,-0.5,-15.7570615893609,0.278365683014382,-16.2506978713703,-15.6240080869948,4,negative_first|positive_first,outbound|return
1,Aileron_L,-0.25,-9.27579098980057,1.53486321158693,-11.5770849549056,-8.16304372153247,4,negative_first|positive_first,outbound|return
1,Aileron_L,0,0,1.47509516320884,-1.34689165791078,1.81448031489084,8,negative_first|positive_first,outbound|return
1,Aileron_L,0.25,6.34141746469325,1.21606232048706,6.21444710629985,8.72632849285583,4,negative_first|positive_first,outbound|return
1,Aileron_L,0.5,12.6960469557212,1.3219038593103,11.6156943224899,14.0696758522728,4,negative_first|positive_first,outbound|return
1,Aileron_L,0.75,19.2605990465676,0.736156363103161,19.0798626950185,20.6559468482643,4,negative_first|positive_first,outbound|return
1,Aileron_L,1,21.838430963663,1.0745825012527,21.0785863900828,22.5982755372432,2,negative_first|positive_first,outbound
2,Aileron_R,-1,34.0971338869352,0.150787925856353,33.9905107220411,34.2037570518293,2,negative_first|positive_first,outbound
2,Aileron_R,-0.75,24.2160147333106,2.71449542468504,22.7841511767247,28.0352545392467,3,negative_first|positive_first,outbound|return
2,Aileron_R,-0.5,14.8369798849162,3.71900198705086,12.2072483606263,17.4667114092062,2,negative_first|positive_first,outbound|return
2,Aileron_R,-0.25,8.42891328940228,0.483873076550532,7.80907067328168,8.9816421110521,4,negative_first|positive_first,outbound|return
2,Aileron_R,0,0,2.18519892340265,-1.2345164602576,5.37560499103124,7,negative_first|positive_first,outbound|return
2,Aileron_R,0.25,-3.99187807081335,0.786063760198978,-4.54770908609504,-3.43604705553165,2,negative_first|positive_first,return
2,Aileron_R,0.5,-10.2403011760979,0,-10.2403011760979,-10.2403011760979,1,negative_first,return
2,Aileron_R,0.75,-19.2678011824856,0,-19.2678011824856,-19.2678011824856,1,positive_first,return
2,Aileron_R,1,-19.4937646235874,0.0438995506736669,-19.5248062935598,-19.462722953615,2,negative_first|positive_first,outbound
3,Rudder,-1,-0.0752236865324661,0.007134320657729,-0.0802684130487055,-0.0701789600162266,2,negative_first|positive_first,outbound
3,Rudder,-0.75,-0.0351341352729978,0.11142913190115,-0.103999241145278,0.125136585160653,4,negative_first|positive_first,outbound|return
3,Rudder,-0.5,-0.00520673138774046,0.186398360955057,-0.203137947391982,0.204615347703108,4,negative_first|positive_first,outbound|return
3,Rudder,-0.25,-0.0249059231309507,0.0866361872624898,-0.148117350218134,0.0478899366474152,4,negative_first|positive_first,outbound|return
3,Rudder,0,3.46944695195361e-18,0.0701693353356351,-0.0973380810084946,0.0806211844102794,8,negative_first|positive_first,outbound|return
3,Rudder,0.25,-0.0931574109039282,0.0922754271415491,-0.1180932088196,0.0810897491073875,4,negative_first|positive_first,outbound|return
3,Rudder,0.5,-0.0690233719916772,0.0293913527516555,-0.106242998902038,-0.0418891618261947,4,negative_first|positive_first,outbound|return
3,Rudder,0.75,-0.0868726786809991,0.0660427984123683,-0.163821644151242,-0.0272533443369589,4,negative_first|positive_first,outbound|return
3,Rudder,1,-0.0777332086445657,0.0230222768627151,-0.0940124167325457,-0.0614540005565857,2,negative_first|positive_first,outbound
4,Elevator,-1,1.5946479584802,0.412924129323649,1.30266650651989,1.8866294104405,2,negative_first|positive_first,outbound
4,Elevator,-0.75,1.0526987990085,0.673157265897623,0.199530704102601,1.52805724709962,3,negative_first|positive_first,outbound|return
4,Elevator,-0.5,1.97451707466115,0.552845750745557,1.81020685617973,2.83928692888333,3,negative_first|positive_first,outbound|return
4,Elevator,-0.25,0.624311734993304,0.23916918074999,0.318668130862382,0.894445187044358,4,negative_first|positive_first,outbound|return
4,Elevator,0,-1.11022302462516e-16,0.374753401369774,-0.765585870243024,0.300296493891505,8,negative_first|positive_first,outbound|return
4,Elevator,0.25,-1.06606554170809,1.13175627030066,-1.87307851689555,0.791105676115509,4,negative_first|positive_first,outbound|return
4,Elevator,0.5,-0.0261922542408044,0.668315848692742,-0.819869144260518,0.508363935975556,3,negative_first|positive_first,outbound|return
4,Elevator,0.75,-0.247006781745581,0.709448175045193,-0.712204180284246,0.943343301444435,4,negative_first|positive_first,outbound|return
4,Elevator,1,-2.44562662926198,0.206592195066793,-2.59170937133392,-2.29954388719003,2,negative_first|positive_first,outbound
