primitive_id,primitive_family,entry_role,primitive_variant_id,controller_id,candidate_index,candidate_weight_label,reference_pitch_bias_rad,reference_bank_bias_rad,reference_roll_rate_bias_rad_s,reference_speed_bias_m_s,transition_entry_class,row_count,expected_row_count,rows_complete_for_entry_class,per_environment_row_count_json,transition_success_count,transition_success_rate,transition_success_lcb,hard_failure_count,hard_failure_rate,hard_failure_ucb,worst_environment_success_rate,worst_environment_success_lcb,useful_environment_count,updraft_gain_proxy_mean_m,clipped_updraft_gain,lift_dwell_mean_s,clipped_lift_dwell,rollout_duration_mean_s,clipped_rollout_duration,saturation_mean,turn_primitive,turn_intent_success_count,turn_intent_success_rate,turn_intent_success_lcb,turn_intent_score_mean,signed_turn_bank_delta_mean_rad,signed_turn_heading_delta_mean_rad,signed_turn_lateral_displacement_mean_m,signed_turn_exit_roll_rate_mean_rad_s,turn_intent_roll_rate_score_mean,transition_exit_class_distribution_json,timing_compliant,success_lcb_threshold,hard_failure_ucb_threshold,useful_environment_count_threshold,r5_transition_training_score,r5_training_eligible,r5_training_blockers,pareto_front,selected_for_r7,selected_rank,r5_training_status,r5_transition_training_version,r5_transition_training_score_formula,candidate_level_selection_id,candidate_level_row_count,selected_speed_bin_variant_count,local_lqr_reference_speed_m_s,local_lqr_speed_bin_id,local_lqr_scheduling_policy,local_lqr_speed_grid_m_s
energy_retaining_bank,energy_retaining_bank,transition_object,primvar_energy_retaining_bank_transition_object_382f68e7fec4,lqrta_energy_retaining_bank_e2fd57382dbb,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",16,0.5333333333333333,0.41806539017793554,5,0.16666666666666666,0.27047521157198917,0.4,0.2297293211789324,3,0.0037105558566498465,0.0037105558566498465,0.014666666666666666,0.14666666666666667,0.06466666666666668,0.6466666666666667,0.44666666666666666,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":9,""hard_failure"":5,""safe_terminal"":16}",True,0.2,0.55,2,0.17658656036911982,True,,False,True,5,selected_for_r7,r5_transition_robust_qr_reference_training_v4_signed_turn_rollrate,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean,candidate_transition_energy_retaining_bank_c001_boundary_near,30,5,6.5,speed_bin_6p5_m_s,nearest_cached_local_operating_speed_grid,"[2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0]"
energy_retaining_bank,energy_retaining_bank,transition_object,primvar_energy_retaining_bank_transition_object_7e212255cb23,lqrta_energy_retaining_bank_b4182a7a68e2,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",16,0.5333333333333333,0.41806539017793554,5,0.16666666666666666,0.27047521157198917,0.4,0.2297293211789324,3,0.0037105558566498465,0.0037105558566498465,0.014666666666666666,0.14666666666666667,0.06466666666666668,0.6466666666666667,0.44666666666666666,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":9,""hard_failure"":5,""safe_terminal"":16}",True,0.2,0.55,2,0.17658656036911982,True,,False,True,5,selected_for_r7,r5_transition_robust_qr_reference_training_v4_signed_turn_rollrate,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean,candidate_transition_energy_retaining_bank_c001_boundary_near,30,5,5.5,speed_bin_5p5_m_s,nearest_cached_local_operating_speed_grid,"[2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0]"
energy_retaining_bank,energy_retaining_bank,transition_object,primvar_energy_retaining_bank_transition_object_7efe8495e770,lqrta_energy_retaining_bank_92fc440a7f62,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",16,0.5333333333333333,0.41806539017793554,5,0.16666666666666666,0.27047521157198917,0.4,0.2297293211789324,3,0.0037105558566498465,0.0037105558566498465,0.014666666666666666,0.14666666666666667,0.06466666666666668,0.6466666666666667,0.44666666666666666,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":9,""hard_failure"":5,""safe_terminal"":16}",True,0.2,0.55,2,0.17658656036911982,True,,False,True,5,selected_for_r7,r5_transition_robust_qr_reference_training_v4_signed_turn_rollrate,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean,candidate_transition_energy_retaining_bank_c001_boundary_near,30,5,4.5,speed_bin_4p5_m_s,nearest_cached_local_operating_speed_grid,"[2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0]"
energy_retaining_bank,energy_retaining_bank,transition_object,primvar_energy_retaining_bank_transition_object_9872d48274b7,lqrta_energy_retaining_bank_97da3b10396b,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",16,0.5333333333333333,0.41806539017793554,5,0.16666666666666666,0.27047521157198917,0.4,0.2297293211789324,3,0.0037105558566498465,0.0037105558566498465,0.014666666666666666,0.14666666666666667,0.06466666666666668,0.6466666666666667,0.44666666666666666,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":9,""hard_failure"":5,""safe_terminal"":16}",True,0.2,0.55,2,0.17658656036911982,True,,False,True,5,selected_for_r7,r5_transition_robust_qr_reference_training_v4_signed_turn_rollrate,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean,candidate_transition_energy_retaining_bank_c001_boundary_near,30,5,6.0,speed_bin_6p0_m_s,nearest_cached_local_operating_speed_grid,"[2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0]"
energy_retaining_bank,energy_retaining_bank,transition_object,primvar_energy_retaining_bank_transition_object_cfdc6845523d,lqrta_energy_retaining_bank_40b109efc588,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,0.0,boundary_near,30,30,True,"{""dry_air"":10,""w1_annular_gp_randomised_four"":10,""w1_annular_gp_randomised_single"":10}",16,0.5333333333333333,0.41806539017793554,5,0.16666666666666666,0.27047521157198917,0.4,0.2297293211789324,3,0.0037105558566498465,0.0037105558566498465,0.014666666666666666,0.14666666666666667,0.06466666666666668,0.6466666666666667,0.44666666666666666,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":9,""hard_failure"":5,""safe_terminal"":16}",True,0.2,0.55,2,0.17658656036911982,True,,False,True,5,selected_for_r7,r5_transition_robust_qr_reference_training_v4_signed_turn_rollrate,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean,candidate_transition_energy_retaining_bank_c001_boundary_near,30,5,5.0,speed_bin_5p0_m_s,nearest_cached_local_operating_speed_grid,"[2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0]"
energy_retaining_bank,energy_retaining_bank,transition_object,primvar_energy_retaining_bank_transition_object_064a9d6571e8,lqrta_energy_retaining_bank_069cd01300fa,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",73,0.6083333333333333,0.5502048572777245,0,0.0,0.013469430706092814,0.55,0.4493281099437344,3,0.0003459306243689035,0.0003459306243689035,0.001,0.01,0.10000000000000002,1.0,0.8866666666666667,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":47,""inflight_stable"":20,""post_launch_degraded"":53}",True,0.35,0.45,3,0.34963191914013314,True,,False,True,3,selected_for_r7,r5_transition_robust_qr_reference_training_v4_signed_turn_rollrate,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean,candidate_transition_energy_retaining_bank_c001_launch_gate,120,11,3.0,speed_bin_3p0_m_s,nearest_cached_local_operating_speed_grid,"[2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0]"
energy_retaining_bank,energy_retaining_bank,transition_object,primvar_energy_retaining_bank_transition_object_382f68e7fec4,lqrta_energy_retaining_bank_e2fd57382dbb,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",73,0.6083333333333333,0.5502048572777245,0,0.0,0.013469430706092814,0.55,0.4493281099437344,3,0.0003459306243689035,0.0003459306243689035,0.001,0.01,0.10000000000000002,1.0,0.8866666666666667,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":47,""inflight_stable"":20,""post_launch_degraded"":53}",True,0.35,0.45,3,0.34963191914013314,True,,False,True,3,selected_for_r7,r5_transition_robust_qr_reference_training_v4_signed_turn_rollrate,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean,candidate_transition_energy_retaining_bank_c001_launch_gate,120,11,6.5,speed_bin_6p5_m_s,nearest_cached_local_operating_speed_grid,"[2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0]"
energy_retaining_bank,energy_retaining_bank,transition_object,primvar_energy_retaining_bank_transition_object_547ecbc6af38,lqrta_energy_retaining_bank_360095ccf5d1,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",73,0.6083333333333333,0.5502048572777245,0,0.0,0.013469430706092814,0.55,0.4493281099437344,3,0.0003459306243689035,0.0003459306243689035,0.001,0.01,0.10000000000000002,1.0,0.8866666666666667,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":47,""inflight_stable"":20,""post_launch_degraded"":53}",True,0.35,0.45,3,0.34963191914013314,True,,False,True,3,selected_for_r7,r5_transition_robust_qr_reference_training_v4_signed_turn_rollrate,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean,candidate_transition_energy_retaining_bank_c001_launch_gate,120,11,7.5,speed_bin_7p5_m_s,nearest_cached_local_operating_speed_grid,"[2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0]"
energy_retaining_bank,energy_retaining_bank,transition_object,primvar_energy_retaining_bank_transition_object_7e212255cb23,lqrta_energy_retaining_bank_b4182a7a68e2,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",73,0.6083333333333333,0.5502048572777245,0,0.0,0.013469430706092814,0.55,0.4493281099437344,3,0.0003459306243689035,0.0003459306243689035,0.001,0.01,0.10000000000000002,1.0,0.8866666666666667,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":47,""inflight_stable"":20,""post_launch_degraded"":53}",True,0.35,0.45,3,0.34963191914013314,True,,False,True,3,selected_for_r7,r5_transition_robust_qr_reference_training_v4_signed_turn_rollrate,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean,candidate_transition_energy_retaining_bank_c001_launch_gate,120,11,5.5,speed_bin_5p5_m_s,nearest_cached_local_operating_speed_grid,"[2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0]"
energy_retaining_bank,energy_retaining_bank,transition_object,primvar_energy_retaining_bank_transition_object_7efe8495e770,lqrta_energy_retaining_bank_92fc440a7f62,1,energy_retaining_bank_robust_anchor_attitude_heavy_ref_pitch_up_001,0.025,0.0,0.0,0.0,launch_gate,120,120,True,"{""dry_air"":40,""w1_annular_gp_randomised_four"":40,""w1_annular_gp_randomised_single"":40}",73,0.6083333333333333,0.5502048572777245,0,0.0,0.013469430706092814,0.55,0.4493281099437344,3,0.0003459306243689035,0.0003459306243689035,0.001,0.01,0.10000000000000002,1.0,0.8866666666666667,False,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{""boundary_near"":47,""inflight_stable"":20,""post_launch_degraded"":53}",True,0.35,0.45,3,0.34963191914013314,True,,False,True,3,selected_for_r7,r5_transition_robust_qr_reference_training_v4_signed_turn_rollrate,0.55*success_lcb + 0.20*worst_env_success_lcb + 0.10*clipped_updraft_gain + 0.05*clipped_lift_dwell + 0.05*clipped_rollout_duration + turn_primitive*(0.12*turn_intent_success_lcb + 0.08*turn_intent_score_mean) - 0.35*hard_failure_ucb - 0.10*saturation_mean,candidate_transition_energy_retaining_bank_c001_launch_gate,120,11,4.5,speed_bin_4p5_m_s,nearest_cached_local_operating_speed_grid,"[2.0,2.5,3.0,3.5,4.0,4.5,5.0,5.5,6.0,6.5,7.0,7.5,8.0,8.5,9.0]"
