outer_case_index,outer_case_id,outer_case_type,environment_block_id,environment_block_local_index,environment_block_label,environment_change_family,W_layer,environment_mode,fan_layout_policy,scheduled_fan_layout_count,scheduled_active_fan_count,active_fan_count_policy,fan_position_policy,fan_position_xy_bounds_m,fan_position_safety_radius_m,launch_state_seed,environment_seed,plant_implementation_seed,between_episode_environment_variation,plant_implementation_variation_scope,common_final_launch_key,start_state_family,launch_sequence_policy,claim_status,episode_id,launch_role,history_launch_index,library_size_case_id,policy_id,history_length
0,r10_changed_outer_0000,r10_l7_full_domain_randomisation_arena_wide_training,r10_l7_full_domain_randomisation_arena_wide_training,0,R10 L7 full-domain randomisation arena-wide governor tuning,r10_l7_full_domain_randomisation_arena_wide_training,W3,w3_randomised_four,four_fan_geometry,4,0,balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation,independent_uniform_xy_bounds,x=0.000:8.000;y=0.000:4.800,0.5,11000011,22000017,33000023,True,fixed_per_outer_case,r10_changed_final_0000,launch_gate,state_class_transition_entry_governor_no_launch_specific_family,simulation_only_controlled_outer_case,r10_heavy_cluster_directional_3d_residual_memory_h3_hist_0000_000,history,0,heavy_cluster,directional_3d_residual_memory_h3,3
0,r10_changed_outer_0000,r10_l7_full_domain_randomisation_arena_wide_training,r10_l7_full_domain_randomisation_arena_wide_training,0,R10 L7 full-domain randomisation arena-wide governor tuning,r10_l7_full_domain_randomisation_arena_wide_training,W3,w3_randomised_four,four_fan_geometry,4,0,balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation,independent_uniform_xy_bounds,x=0.000:8.000;y=0.000:4.800,0.5,11000011,22000017,33000023,True,fixed_per_outer_case,r10_changed_final_0000,launch_gate,state_class_transition_entry_governor_no_launch_specific_family,simulation_only_controlled_outer_case,r10_heavy_cluster_directional_3d_residual_memory_h3_hist_0000_001,history,1,heavy_cluster,directional_3d_residual_memory_h3,3
0,r10_changed_outer_0000,r10_l7_full_domain_randomisation_arena_wide_training,r10_l7_full_domain_randomisation_arena_wide_training,0,R10 L7 full-domain randomisation arena-wide governor tuning,r10_l7_full_domain_randomisation_arena_wide_training,W3,w3_randomised_four,four_fan_geometry,4,0,balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation,independent_uniform_xy_bounds,x=0.000:8.000;y=0.000:4.800,0.5,11000011,22000017,33000023,True,fixed_per_outer_case,r10_changed_final_0000,launch_gate,state_class_transition_entry_governor_no_launch_specific_family,simulation_only_controlled_outer_case,r10_heavy_cluster_directional_3d_residual_memory_h3_hist_0000_002,history,2,heavy_cluster,directional_3d_residual_memory_h3,3
0,r10_changed_outer_0000,r10_l7_full_domain_randomisation_arena_wide_training,r10_l7_full_domain_randomisation_arena_wide_training,0,R10 L7 full-domain randomisation arena-wide governor tuning,r10_l7_full_domain_randomisation_arena_wide_training,W3,w3_randomised_four,four_fan_geometry,4,0,balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation,independent_uniform_xy_bounds,x=0.000:8.000;y=0.000:4.800,0.5,11000011,22000017,33000023,True,fixed_per_outer_case,r10_changed_final_0000,launch_gate,state_class_transition_entry_governor_no_launch_specific_family,simulation_only_controlled_outer_case,r10_heavy_cluster_directional_3d_residual_memory_h10_hist_0000_000,history,0,heavy_cluster,directional_3d_residual_memory_h10,10
0,r10_changed_outer_0000,r10_l7_full_domain_randomisation_arena_wide_training,r10_l7_full_domain_randomisation_arena_wide_training,0,R10 L7 full-domain randomisation arena-wide governor tuning,r10_l7_full_domain_randomisation_arena_wide_training,W3,w3_randomised_four,four_fan_geometry,4,0,balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation,independent_uniform_xy_bounds,x=0.000:8.000;y=0.000:4.800,0.5,11000011,22000017,33000023,True,fixed_per_outer_case,r10_changed_final_0000,launch_gate,state_class_transition_entry_governor_no_launch_specific_family,simulation_only_controlled_outer_case,r10_heavy_cluster_directional_3d_residual_memory_h10_hist_0000_001,history,1,heavy_cluster,directional_3d_residual_memory_h10,10
0,r10_changed_outer_0000,r10_l7_full_domain_randomisation_arena_wide_training,r10_l7_full_domain_randomisation_arena_wide_training,0,R10 L7 full-domain randomisation arena-wide governor tuning,r10_l7_full_domain_randomisation_arena_wide_training,W3,w3_randomised_four,four_fan_geometry,4,0,balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation,independent_uniform_xy_bounds,x=0.000:8.000;y=0.000:4.800,0.5,11000011,22000017,33000023,True,fixed_per_outer_case,r10_changed_final_0000,launch_gate,state_class_transition_entry_governor_no_launch_specific_family,simulation_only_controlled_outer_case,r10_heavy_cluster_directional_3d_residual_memory_h10_hist_0000_002,history,2,heavy_cluster,directional_3d_residual_memory_h10,10
0,r10_changed_outer_0000,r10_l7_full_domain_randomisation_arena_wide_training,r10_l7_full_domain_randomisation_arena_wide_training,0,R10 L7 full-domain randomisation arena-wide governor tuning,r10_l7_full_domain_randomisation_arena_wide_training,W3,w3_randomised_four,four_fan_geometry,4,0,balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation,independent_uniform_xy_bounds,x=0.000:8.000;y=0.000:4.800,0.5,11000011,22000017,33000023,True,fixed_per_outer_case,r10_changed_final_0000,launch_gate,state_class_transition_entry_governor_no_launch_specific_family,simulation_only_controlled_outer_case,r10_heavy_cluster_directional_3d_residual_memory_h10_hist_0000_003,history,3,heavy_cluster,directional_3d_residual_memory_h10,10
0,r10_changed_outer_0000,r10_l7_full_domain_randomisation_arena_wide_training,r10_l7_full_domain_randomisation_arena_wide_training,0,R10 L7 full-domain randomisation arena-wide governor tuning,r10_l7_full_domain_randomisation_arena_wide_training,W3,w3_randomised_four,four_fan_geometry,4,0,balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation,independent_uniform_xy_bounds,x=0.000:8.000;y=0.000:4.800,0.5,11000011,22000017,33000023,True,fixed_per_outer_case,r10_changed_final_0000,launch_gate,state_class_transition_entry_governor_no_launch_specific_family,simulation_only_controlled_outer_case,r10_heavy_cluster_directional_3d_residual_memory_h10_hist_0000_004,history,4,heavy_cluster,directional_3d_residual_memory_h10,10
0,r10_changed_outer_0000,r10_l7_full_domain_randomisation_arena_wide_training,r10_l7_full_domain_randomisation_arena_wide_training,0,R10 L7 full-domain randomisation arena-wide governor tuning,r10_l7_full_domain_randomisation_arena_wide_training,W3,w3_randomised_four,four_fan_geometry,4,0,balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation,independent_uniform_xy_bounds,x=0.000:8.000;y=0.000:4.800,0.5,11000011,22000017,33000023,True,fixed_per_outer_case,r10_changed_final_0000,launch_gate,state_class_transition_entry_governor_no_launch_specific_family,simulation_only_controlled_outer_case,r10_heavy_cluster_directional_3d_residual_memory_h10_hist_0000_005,history,5,heavy_cluster,directional_3d_residual_memory_h10,10
0,r10_changed_outer_0000,r10_l7_full_domain_randomisation_arena_wide_training,r10_l7_full_domain_randomisation_arena_wide_training,0,R10 L7 full-domain randomisation arena-wide governor tuning,r10_l7_full_domain_randomisation_arena_wide_training,W3,w3_randomised_four,four_fan_geometry,4,0,balanced_0_1_2_3_4_with_arena_wide_fan_position_generalisation,independent_uniform_xy_bounds,x=0.000:8.000;y=0.000:4.800,0.5,11000011,22000017,33000023,True,fixed_per_outer_case,r10_changed_final_0000,launch_gate,state_class_transition_entry_governor_no_launch_specific_family,simulation_only_controlled_outer_case,r10_heavy_cluster_directional_3d_residual_memory_h10_hist_0000_006,history,6,heavy_cluster,directional_3d_residual_memory_h10,10
