environment_block_id,launch_speed_bin_id,library_size_case_id,policy_id,history_length,launch_count,open_loop_launch_count,mission_success_rate,open_loop_mission_success_rate,delta_control_minus_open_loop_mission_success_rate,safe_success_rate,open_loop_safe_success_rate,delta_control_minus_open_loop_safe_success_rate,wrong_wall_exit_rate,open_loop_wrong_wall_exit_rate,delta_control_minus_open_loop_wrong_wall_exit_rate,hard_failure_rate,open_loop_hard_failure_rate,delta_control_minus_open_loop_hard_failure_rate,mean_launch_score,open_loop_mean_launch_score,delta_control_minus_open_loop_mean_launch_score,median_launch_score,open_loop_median_launch_score,delta_control_minus_open_loop_median_launch_score,mean_terminal_specific_energy_m,open_loop_mean_terminal_specific_energy_m,delta_control_minus_open_loop_mean_terminal_specific_energy_m
r11_l5_active_fan_count_uncertainty,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,14,14,1.0,0.7857142857142857,0.2142857142857143,1.0,0.7857142857142857,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,126.15390688599538,77.14285714285714,49.011049743138244,124.9999519735079,120.0,4.999951973507905,4.233994288549659,4.243948203882199,-0.009953915332539864
r11_l5_active_fan_count_uncertainty,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,10,10,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,126.61733419229321,103.0,23.617334192293214,120.43143694811313,120.0,0.4314369481131308,3.449764583581188,3.4154636293874767,0.03430095419371115
r11_l5_active_fan_count_uncertainty,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.333333333333334,-80.0,66.66666666666667,0.0,-80.0,80.0,1.1631247463540022,1.0542530222907829,0.10887172406321932
r11_l6_environment_only_full_uncertainty,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,9,9,1.0,0.6666666666666666,0.33333333333333337,1.0,0.8888888888888888,0.11111111111111116,0.0,0.2222222222222222,-0.2222222222222222,0.0,0.0,0.0,126.50269042700012,57.59434090137856,68.90834952562156,126.8585017015886,113.55132034781175,13.30718135377684,2.707170116145254,2.1770743696616877,0.5300957464835663
r11_l6_environment_only_full_uncertainty,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,11,11,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.45454545454545453,-0.09090909090909088,0.0,0.2727272727272727,-0.2727272727272727,0.0,0.0,0.0,37.35379983152958,-36.86693890293237,74.22073873446195,0.0,-80.0,80.0,1.451235917410809,1.592973654482612,-0.14173773707180315
r11_l6_environment_only_full_uncertainty,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,14,14,1.0,0.7857142857142857,0.2142857142857143,1.0,0.8571428571428571,0.1428571428571429,0.0,0.07142857142857142,-0.07142857142857142,0.0,0.0,0.0,126.40468141740408,79.28571428571429,47.118967131689786,126.03984988303586,120.0,6.039849883035856,4.226396524201795,4.229931575603209,-0.00353505140141408
r11_l6_environment_only_full_uncertainty,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,10,10,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,126.28331646494476,103.0,23.28331646494476,120.36684780333476,120.0,0.36684780333476397,3.4651723042962934,3.398630623679607,0.06654168061668653
r11_l6_environment_only_full_uncertainty,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,80.0,0.0,-80.0,80.0,1.092105239785227,1.000098804678271,0.09200643510695605
r11_l7_full_domain_randomisation_arena_wide,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,9,9,1.0,0.5555555555555556,0.4444444444444444,1.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,122.95490813369848,30.80473738776896,92.15017074592953,120.4272102908642,117.53200853058306,2.8952017602811395,2.470336361688471,2.487849778767602,-0.017513417079131344
r11_l7_full_domain_randomisation_arena_wide,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,11,11,0.36363636363636365,0.36363636363636365,0.0,0.36363636363636365,0.45454545454545453,-0.09090909090909088,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,26.10839459257179,-5.957869104239574,32.06626369681136,0.0,-80.0,80.0,1.5607537752994824,1.9579027864017262,-0.39714901110224377
r11_l7_full_domain_randomisation_arena_wide,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,14,14,0.9285714285714286,0.8571428571428571,0.07142857142857151,0.9285714285714286,0.8571428571428571,0.07142857142857151,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,108.21428371273454,91.42857142857143,16.78571228416311,120.99525994518228,120.0,0.9952599451822834,4.186468287905762,4.207110611224894,-0.02064232331913196
r11_l7_full_domain_randomisation_arena_wide,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,10,10,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,124.14819318343298,102.38091828547347,21.76727489795951,120.01244406076785,120.0,0.012444060767847986,3.3157549545414056,3.1460274823431313,0.16972747219827422
r11_l7_full_domain_randomisation_arena_wide,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h3,3,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,80.0,0.0,-80.0,80.0,1.3545481310831269,1.4059630336706392,-0.05141490258751236
r11_l0_dry_air_fixed,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,9,9,1.0,0.8888888888888888,0.11111111111111116,1.0,1.0,0.0,0.0,0.1111111111111111,-0.1111111111111111,0.0,0.0,0.0,120.0,99.11739549882182,20.88260450117818,120.0,120.0,0.0,2.7690129746952237,2.428802727299944,0.3402102473952797
r11_l0_dry_air_fixed,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,14,14,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,120.0,120.0,0.0,4.090567251227804,4.0746655790833595,0.01590167214444449
r11_l0_dry_air_fixed,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,80.0,0.0,-80.0,80.0,1.0775534888250526,0.8762426582412988,0.20131083058375387
r11_l0_dry_air_fixed,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,11,11,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.09090909090909088,0.0,0.09090909090909091,-0.09090909090909091,0.0,0.0,0.0,40.189217274514526,-23.156717588844195,63.34593486335872,0.0,-80.0,80.0,1.4707284577377064,1.5067049110389812,-0.03597645330127475
r11_l0_dry_air_fixed,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,10,10,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,120.0,103.0,17.0,120.0,120.0,0.0,3.318736110627628,3.2619834857585817,0.0567526248690462
r11_l1_single_fan_fixed_nominal,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,14,14,1.0,0.5,0.5,1.0,0.5714285714285714,0.4285714285714286,0.0,0.07142857142857142,-0.07142857142857142,0.0,0.0,0.0,129.1005864796147,22.142857142857142,106.95772933675755,130.85654221536316,35.0,95.85654221536316,4.373836850806479,4.3326179403208105,0.041218910485668836
r11_l1_single_fan_fixed_nominal,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,9,9,1.0,0.6666666666666666,0.33333333333333337,1.0,0.8888888888888888,0.11111111111111116,0.0,0.2222222222222222,-0.2222222222222222,0.0,0.0,0.0,133.36643110856699,59.98024699855068,73.3861841100163,134.936456439683,120.0,14.936456439683013,2.7892352787183303,2.612493756159562,0.17674152255876852
r11_l1_single_fan_fixed_nominal,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,11,11,0.5454545454545454,0.18181818181818182,0.3636363636363636,0.5454545454545454,0.45454545454545453,0.09090909090909088,0.0,0.2727272727272727,-0.2727272727272727,0.0,0.0,0.0,65.27000236570393,-35.581178373726,100.85118073942994,125.40009378650072,-80.0,205.40009378650072,1.561571001587003,1.867738358278636,-0.306167356691633
r11_l1_single_fan_fixed_nominal,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.666666666666667,-80.0,73.33333333333333,0.0,-80.0,80.0,0.974964232558413,0.9227526437246584,0.05221158883375465
r11_l1_single_fan_fixed_nominal,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,10,10,1.0,0.8,0.19999999999999996,1.0,1.0,0.0,0.0,0.2,-0.2,0.0,0.0,0.0,127.96499661392541,85.84896233168152,42.11603428224389,128.58431074099445,120.0,8.584310740994454,3.4555997448125453,3.3571690567585613,0.09843068805398403
r11_l2_four_fan_fixed_nominal,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,9,9,1.0,0.3333333333333333,0.6666666666666667,1.0,0.8888888888888888,0.11111111111111116,0.0,0.5555555555555556,-0.5555555555555556,0.0,0.0,0.0,139.1894942825959,3.275352105032351,135.91414217756355,138.83707117599042,-50.0,188.83707117599042,2.8557126301739038,2.338566628588351,0.5171460015855529
r11_l2_four_fan_fixed_nominal,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,14,14,1.0,0.35714285714285715,0.6428571428571428,1.0,0.35714285714285715,0.6428571428571428,0.0,0.0,0.0,0.0,0.0,0.0,135.1457072893798,-8.571428571428571,143.71713586080838,134.2534042353169,-80.0,214.2534042353169,4.526818308577886,4.615730401986335,-0.08891209340844863
r11_l2_four_fan_fixed_nominal,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,11,11,0.9090909090909091,0.09090909090909091,0.8181818181818181,0.9090909090909091,0.45454545454545453,0.45454545454545453,0.0,0.36363636363636365,-0.36363636363636365,0.0,0.0,0.0,127.14270428968966,-51.07704728692482,178.21975157661447,139.53116485443337,-80.0,219.53116485443337,1.6470306042654483,1.7689252650323142,-0.12189466076686584
r11_l2_four_fan_fixed_nominal,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,6,6,0.16666666666666666,0.0,0.16666666666666666,0.16666666666666666,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,10.284783026022609,-80.0,90.28478302602261,0.0,-80.0,80.0,1.0232876800051367,0.9137212089846085,0.10956647102052819
r11_l2_four_fan_fixed_nominal,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,10,10,0.9,0.7,0.20000000000000007,1.0,1.0,0.0,0.1,0.3,-0.19999999999999998,0.0,0.0,0.0,118.34622533812589,67.97491910614455,50.371306231981336,136.12993145350165,120.0,16.129931453501655,3.8072704299815014,3.464296624724882,0.34297380525661936
r11_l3_fan_parameter_uncertainty,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,9,9,0.8888888888888888,0.4444444444444444,0.4444444444444444,0.8888888888888888,0.7777777777777778,0.11111111111111105,0.1111111111111111,0.3333333333333333,-0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,107.94206914177796,18.255312814837094,89.68675632694087,130.93355888869775,-50.0,180.93355888869775,2.6340033132855645,2.3039027557512166,0.33010055753434786
r11_l3_fan_parameter_uncertainty,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,14,14,0.9285714285714286,0.5714285714285714,0.3571428571428572,0.9285714285714286,0.5714285714285714,0.3571428571428572,0.0,0.0,0.0,0.0,0.0,0.0,120.33143435908131,34.285714285714285,86.04572007336702,131.78810775348197,120.0,11.788107753481967,4.4539988493610085,4.439355379662248,0.014643469698760292
r11_l3_fan_parameter_uncertainty,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,11,11,0.36363636363636365,0.2727272727272727,0.09090909090909094,0.36363636363636365,0.45454545454545453,-0.09090909090909088,0.0,0.18181818181818182,-0.18181818181818182,0.0,0.0,0.0,44.390178511712726,-23.26479072261408,67.65496923432681,0.0,-80.0,80.0,1.5268479544013764,1.5081199489919257,0.018728005409450743
r11_l3_fan_parameter_uncertainty,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,80.0,0.0,-80.0,80.0,1.0874109839697659,1.0002669216137152,0.08714406235605066
r11_l3_fan_parameter_uncertainty,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,10,10,1.0,0.7,0.30000000000000004,1.0,0.9,0.09999999999999998,0.0,0.2,-0.2,0.0,0.0,0.0,138.42932981593697,66.0,72.42932981593697,139.73306180905487,120.0,19.733061809054874,3.6763000326816773,3.395109127982143,0.28119090469953445
r11_l4_local_fan_position_uncertainty,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,9,9,0.8888888888888888,0.4444444444444444,0.4444444444444444,1.0,0.7777777777777778,0.2222222222222222,0.1111111111111111,0.3333333333333333,-0.2222222222222222,0.0,0.0,0.0,113.77561502879583,18.88888888888889,94.88672613990694,132.4936657123471,-50.0,182.4936657123471,2.6478781712127617,2.2158012200668984,0.4320769511458633
r11_l4_local_fan_position_uncertainty,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,14,14,0.9285714285714286,0.5,0.4285714285714286,0.9285714285714286,0.5,0.4285714285714286,0.0,0.0,0.0,0.07142857142857142,0.0,0.07142857142857142,116.05491998187723,20.0,96.05491998187723,130.6231751626422,20.0,110.62317516264221,4.469760734049782,4.436224793161062,0.03353594088871947
r11_l4_local_fan_position_uncertainty,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.666666666666667,-80.0,73.33333333333333,0.0,-80.0,80.0,1.1543923356861072,0.9632841528867955,0.19110818279931174
r11_l4_local_fan_position_uncertainty,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,11,11,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.36363636363636365,0.0,0.0,0.18181818181818182,-0.18181818181818182,0.0,0.0,0.0,38.614112675970375,-39.6479431629135,78.26205583888387,0.0,-80.0,80.0,1.3929192090668738,1.4839915250760234,-0.09107231600914956
r11_l4_local_fan_position_uncertainty,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,10,10,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,139.13226741034762,103.0,36.13226741034762,142.88966077435518,120.0,22.88966077435518,3.65636673771118,3.6422466660793362,0.0141200716318437
r11_l5_active_fan_count_uncertainty,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,9,9,1.0,0.7777777777777778,0.2222222222222222,1.0,0.8888888888888888,0.11111111111111116,0.0,0.1111111111111111,-0.1111111111111111,0.0,0.0,0.0,125.3040955971188,77.64060334385186,47.66349225326694,123.98183489129376,119.15706240425614,4.82477248703762,2.7548689416462366,2.421202212921959,0.33366672872427783
r11_l5_active_fan_count_uncertainty,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,11,11,0.36363636363636365,0.36363636363636365,0.0,0.36363636363636365,0.45454545454545453,-0.09090909090909088,0.0,0.09090909090909091,-0.09090909090909091,0.0,0.0,0.0,26.77078625933915,-7.804366651274221,34.57515291061337,0.0,-80.0,80.0,1.4841472851229247,1.5404694857064702,-0.056322200583545534
r11_l5_active_fan_count_uncertainty,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,14,14,1.0,0.7857142857142857,0.2142857142857143,1.0,0.7857142857142857,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,126.15390688599538,77.14285714285714,49.011049743138244,124.9999519735079,120.0,4.999951973507905,4.233994288549659,4.243948203882199,-0.009953915332539864
r11_l5_active_fan_count_uncertainty,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,10,10,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,126.61733419229321,103.0,23.617334192293214,120.43143694811313,120.0,0.4314369481131308,3.449764583581188,3.4154636293874767,0.03430095419371115
r11_l5_active_fan_count_uncertainty,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.333333333333334,-80.0,66.66666666666667,0.0,-80.0,80.0,1.1632377701086603,1.0542530222907829,0.10898474781787737
r11_l6_environment_only_full_uncertainty,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,9,9,1.0,0.6666666666666666,0.33333333333333337,1.0,0.8888888888888888,0.11111111111111116,0.0,0.2222222222222222,-0.2222222222222222,0.0,0.0,0.0,126.35422408408203,57.59434090137856,68.75988318270348,126.8585017015886,113.55132034781175,13.30718135377684,2.66349952989456,2.1770743696616877,0.4864251602328724
r11_l6_environment_only_full_uncertainty,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,11,11,0.36363636363636365,0.18181818181818182,0.18181818181818182,0.36363636363636365,0.45454545454545453,-0.09090909090909088,0.0,0.2727272727272727,-0.2727272727272727,0.0,0.0,0.0,37.35379983152958,-36.86693890293237,74.22073873446195,0.0,-80.0,80.0,1.4512359174108087,1.592973654482612,-0.14173773707180337
r11_l6_environment_only_full_uncertainty,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,14,14,1.0,0.7857142857142857,0.2142857142857143,1.0,0.8571428571428571,0.1428571428571429,0.0,0.07142857142857142,-0.07142857142857142,0.0,0.0,0.0,126.40468141740408,79.28571428571429,47.118967131689786,126.03984988303586,120.0,6.039849883035856,4.226396524201795,4.229931575603209,-0.00353505140141408
r11_l6_environment_only_full_uncertainty,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,10,10,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,126.28331646494476,103.0,23.28331646494476,120.36684780333476,120.0,0.36684780333476397,3.4651723042962934,3.398630623679607,0.06654168061668653
r11_l6_environment_only_full_uncertainty,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,80.0,0.0,-80.0,80.0,1.0873707686038836,1.000098804678271,0.08727196392561254
r11_l7_full_domain_randomisation_arena_wide,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,9,9,1.0,0.5555555555555556,0.4444444444444444,1.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,123.02899819264672,30.80473738776896,92.22426080487776,120.4272102908642,117.53200853058306,2.8952017602811395,2.477745367583294,2.487849778767602,-0.010104411184308049
r11_l7_full_domain_randomisation_arena_wide,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,11,11,0.36363636363636365,0.36363636363636365,0.0,0.36363636363636365,0.45454545454545453,-0.09090909090909088,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0,0.09090909090909091,26.10839459257179,-5.957869104239574,32.06626369681136,0.0,-80.0,80.0,1.5607537752994824,1.9579027864017262,-0.39714901110224377
r11_l7_full_domain_randomisation_arena_wide,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,14,14,0.9285714285714286,0.8571428571428571,0.07142857142857151,0.9285714285714286,0.8571428571428571,0.07142857142857151,0.07142857142857142,0.0,0.07142857142857142,0.07142857142857142,0.0,0.07142857142857142,108.21428371273454,91.42857142857143,16.78571228416311,120.99525994518228,120.0,0.9952599451822834,4.186468287905762,4.207110611224894,-0.02064232331913196
r11_l7_full_domain_randomisation_arena_wide,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,10,10,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,124.14819318343298,102.38091828547347,21.76727489795951,120.01244406076785,120.0,0.012444060767847986,3.3157549545414056,3.1460274823431313,0.16972747219827422
r11_l7_full_domain_randomisation_arena_wide,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h10,10,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,80.0,0.0,-80.0,80.0,1.3451021783250867,1.4059630336706392,-0.06086085534555252
r11_l0_dry_air_fixed,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h30,30,9,9,1.0,0.8888888888888888,0.11111111111111116,1.0,1.0,0.0,0.0,0.1111111111111111,-0.1111111111111111,0.0,0.0,0.0,120.0,99.11739549882182,20.88260450117818,120.0,120.0,0.0,2.766524011092058,2.428802727299944,0.33772128379211397
r11_l0_dry_air_fixed,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h30,30,14,14,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,120.0,0.0,120.0,120.0,0.0,4.090567251227805,4.0746655790833595,0.015901672144445378
r11_l0_dry_air_fixed,v0_lt_4_0_m_s,heavy_cluster,spatial_flow_belief_memory_h30,30,6,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-80.0,80.0,0.0,-80.0,80.0,1.0640891532468602,0.8762426582412988,0.1878464950055614
r11_l0_dry_air_fixed,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h30,30,11,11,0.45454545454545453,0.2727272727272727,0.18181818181818182,0.45454545454545453,0.36363636363636365,0.09090909090909088,0.0,0.09090909090909091,-0.09090909090909091,0.0,0.0,0.0,40.23498483464202,-23.156717588844195,63.391702423486215,0.0,-80.0,80.0,1.4679983276369142,1.5067049110389812,-0.03870658340206701
r11_l0_dry_air_fixed,v0_6_0_to_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h30,30,10,10,1.0,0.9,0.09999999999999998,1.0,1.0,0.0,0.0,0.1,-0.1,0.0,0.0,0.0,120.0,103.0,17.0,120.0,120.0,0.0,3.31896624273663,3.2619834857585817,0.05698275697804833
r11_l1_single_fan_fixed_nominal,v0_5_0_to_6_0_m_s,heavy_cluster,spatial_flow_belief_memory_h30,30,9,9,1.0,0.6666666666666666,0.33333333333333337,1.0,0.8888888888888888,0.11111111111111116,0.0,0.2222222222222222,-0.2222222222222222,0.0,0.0,0.0,133.2608077270373,59.98024699855068,73.28056072848662,133.9135053785046,120.0,13.913505378504595,2.776629213621293,2.612493756159562,0.16413545746173108
r11_l1_single_fan_fixed_nominal,v0_ge_7_0_m_s,heavy_cluster,spatial_flow_belief_memory_h30,30,14,14,1.0,0.5,0.5,1.0,0.5714285714285714,0.4285714285714286,0.0,0.07142857142857142,-0.07142857142857142,0.0,0.0,0.0,129.10058647961472,22.142857142857142,106.95772933675758,130.85654221536316,35.0,95.85654221536316,4.373836850806479,4.3326179403208105,0.041218910485668836
r11_l1_single_fan_fixed_nominal,v0_4_0_to_5_0_m_s,heavy_cluster,spatial_flow_belief_memory_h30,30,11,11,0.5454545454545454,0.18181818181818182,0.3636363636363636,0.5454545454545454,0.45454545454545453,0.09090909090909088,0.0,0.2727272727272727,-0.2727272727272727,0.0,0.0,0.0,65.29728775359935,-35.581178373726,100.87846612732534,125.40009378650072,-80.0,205.40009378650072,1.5621914997220847,1.867738358278636,-0.3055468585565513
