time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.12,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.14,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.16,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.18,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.2,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.22,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.24,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.26,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.28,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.3,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.32,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.34,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.36,0.12,0.92,0.12,0.12,0.92,0.12,0.04607669225265029,0.35325464060365236,0.058643062867009474
0.38,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.4,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.42,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.44,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.46,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.48,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.5,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.52,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.54,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.56,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.58,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.6,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.62,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.64,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.66,0.48,0.72,0.95,0.48,0.72,0.95,0.18430676901060117,0.2764601535159018,0.46425758103049164
0.68,-0.26,-0.12,-0.32,-0.26,-0.12,-0.32,-0.11798425743481668,-0.06283185307179585,-0.19547687622336493
0.7000000000000001,-0.26,-0.12,-0.32,-0.26,-0.12,-0.32,-0.11798425743481668,-0.06283185307179585,-0.19547687622336493
0.72,-0.26,-0.12,-0.32,-0.26,-0.12,-0.32,-0.11798425743481668,-0.06283185307179585,-0.19547687622336493
0.74,-0.26,-0.12,-0.32,-0.26,-0.12,-0.32,-0.11798425743481668,-0.06283185307179585,-0.19547687622336493
0.76,-0.26,-0.12,-0.32,-0.26,-0.12,-0.32,-0.11798425743481668,-0.06283185307179585,-0.19547687622336493
0.78,-0.26,-0.12,-0.32,-0.26,-0.12,-0.32,-0.11798425743481668,-0.06283185307179585,-0.19547687622336493
0.8,-0.26,-0.12,-0.32,-0.26,-0.12,-0.32,-0.11798425743481668,-0.06283185307179585,-0.19547687622336493
0.8200000000000001,0.0,-0.48,0.0,0.0,-0.48,0.0,0.0,-0.2513274122871834,0.0
0.84,0.0,-0.48,0.0,0.0,-0.48,0.0,0.0,-0.2513274122871834,0.0
0.86,0.0,-0.48,0.0,0.0,-0.48,0.0,0.0,-0.2513274122871834,0.0
0.88,0.0,-0.48,0.0,0.0,-0.48,0.0,0.0,-0.2513274122871834,0.0
0.9,0.0,-0.48,0.0,0.0,-0.48,0.0,0.0,-0.2513274122871834,0.0
0.92,0.0,-0.48,0.0,0.0,-0.48,0.0,0.0,-0.2513274122871834,0.0
0.9400000000000001,0.0,-0.48,0.0,0.0,-0.48,0.0,0.0,-0.2513274122871834,0.0
0.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
