time_s,u_norm_requested_delta_a_norm,u_norm_requested_delta_e_norm,u_norm_requested_delta_r_norm,u_norm_applied_delta_a_norm,u_norm_applied_delta_e_norm,u_norm_applied_delta_r_norm,delta_cmd_rad_delta_a_cmd,delta_cmd_rad_delta_e_cmd,delta_cmd_rad_delta_r_cmd
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.06,0.085,0.663,0.085,0.085,0.663,0.085,0.032637657012293965,0.2545737246958929,0.04153883619746505
0.08,0.085,0.663,0.085,0.085,0.663,0.085,0.032637657012293965,0.2545737246958929,0.04153883619746505
0.1,0.085,0.663,0.085,0.085,0.663,0.085,0.032637657012293965,0.2545737246958929,0.04153883619746505
0.12,0.085,0.663,0.085,0.085,0.663,0.085,0.032637657012293965,0.2545737246958929,0.04153883619746505
0.14,0.085,0.663,0.085,0.085,0.663,0.085,0.032637657012293965,0.2545737246958929,0.04153883619746505
0.16,0.085,0.663,0.085,0.085,0.663,0.085,0.032637657012293965,0.2545737246958929,0.04153883619746505
0.18,0.085,0.663,0.085,0.085,0.663,0.085,0.032637657012293965,0.2545737246958929,0.04153883619746505
0.2,0.323,0.4675,0.663,0.323,0.4675,0.663,0.12402309664671705,0.17950711356761678,0.3240029223402273
0.22,0.323,0.4675,0.663,0.323,0.4675,0.663,0.12402309664671705,0.17950711356761678,0.3240029223402273
0.24,0.323,0.4675,0.663,0.323,0.4675,0.663,0.12402309664671705,0.17950711356761678,0.3240029223402273
0.26,0.323,0.4675,0.663,0.323,0.4675,0.663,0.12402309664671705,0.17950711356761678,0.3240029223402273
0.28,0.323,0.4675,0.663,0.323,0.4675,0.663,0.12402309664671705,0.17950711356761678,0.3240029223402273
0.3,0.323,0.4675,0.663,0.323,0.4675,0.663,0.12402309664671705,0.17950711356761678,0.3240029223402273
0.32,0.323,0.4675,0.663,0.323,0.4675,0.663,0.12402309664671705,0.17950711356761678,0.3240029223402273
0.34,0.323,0.4675,0.663,0.323,0.4675,0.663,0.12402309664671705,0.17950711356761678,0.3240029223402273
0.36,0.323,0.4675,0.663,0.323,0.4675,0.663,0.12402309664671705,0.17950711356761678,0.3240029223402273
0.38,0.323,0.4675,0.663,0.323,0.4675,0.663,0.12402309664671705,0.17950711356761678,0.3240029223402273
0.4,-0.187,-0.1275,-0.2125,-0.187,-0.1275,-0.2125,-0.0848579082319643,-0.06675884388878311,-0.12980886311707826
0.42,-0.187,-0.1275,-0.2125,-0.187,-0.1275,-0.2125,-0.0848579082319643,-0.06675884388878311,-0.12980886311707826
0.44,-0.187,-0.1275,-0.2125,-0.187,-0.1275,-0.2125,-0.0848579082319643,-0.06675884388878311,-0.12980886311707826
0.46,-0.187,-0.1275,-0.2125,-0.187,-0.1275,-0.2125,-0.0848579082319643,-0.06675884388878311,-0.12980886311707826
0.48,-0.187,-0.1275,-0.2125,-0.187,-0.1275,-0.2125,-0.0848579082319643,-0.06675884388878311,-0.12980886311707826
0.5,0.0,-0.4675,0.0,0.0,-0.4675,0.0,0.0,-0.24478242759220473,0.0
0.52,0.0,-0.4675,0.0,0.0,-0.4675,0.0,0.0,-0.24478242759220473,0.0
0.54,0.0,-0.4675,0.0,0.0,-0.4675,0.0,0.0,-0.24478242759220473,0.0
0.56,0.0,-0.4675,0.0,0.0,-0.4675,0.0,0.0,-0.24478242759220473,0.0
0.58,0.0,-0.4675,0.0,0.0,-0.4675,0.0,0.0,-0.24478242759220473,0.0
0.6,0.0,-0.4675,0.0,0.0,-0.4675,0.0,0.0,-0.24478242759220473,0.0
0.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.7000000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
