library_size_case_id,policy_id,history_length,launch_count,safe_success_rate,full_safe_success_rate,hard_failure_rate,physical_hard_failure_rate,floor_or_ceiling_violation_rate,physical_floor_or_ceiling_violation_rate,expected_low_energy_dry_air_sink_rate,claim_bearing_episode_rate,no_viable_primitive_rate,mission_success_rate,front_wall_terminal_success_rate,wrong_wall_exit_rate,terminal_useful_rate,lift_capture_rate,mean_lift_dwell_time_s,mean_energy_residual_m,mean_net_specific_energy_delta_m,mean_positive_specific_energy_gain_m,mean_updraft_specific_energy_gain_proxy_m,mean_gross_specific_energy_loss_m,mean_terminal_specific_energy_m,mean_terminal_specific_energy_reserve_m,mean_terminal_specific_energy_bonus,mean_episode_flight_time_s,mean_initial_launch_speed_m_s,mean_launch_score,median_launch_score,mean_min_wall_margin_m,selected_primitive_family_count,selected_variant_count,governor_rejection_count,belief_observation_count,belief_uncertainty,memory_changed_selection_rate,exploration_changed_selection_rate
balanced_cluster,no_memory_baseline,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.04,0.6402248916231765,-0.0356356673588589,0.1157508799102693,0.7995270105497492,0.1513865472691282,3.4112522361847857,3.011252236184786,20.0,1.0699999999999998,5.954044968147014,141.19054021099498,141.19054021099498,-0.04020115805373645,2,2,0,0,1.0,0.0,0.0
balanced_cluster,spatial_flow_belief_memory_h10,10,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.04,0.6402248916231765,-0.0356356673588589,0.1157508799102693,0.7995270105497492,0.1513865472691282,3.4112522361847857,3.011252236184786,20.0,1.0699999999999998,5.954044968147014,141.19054021099498,141.19054021099498,-0.04020115805373645,2,2,0,766,0.0364089552944244,0.0,0.0
balanced_cluster,spatial_flow_belief_memory_h3,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.04,0.6402248916231765,-0.0356356673588589,0.1157508799102693,0.7995270105497492,0.1513865472691282,3.4112522361847857,3.011252236184786,20.0,1.0699999999999998,5.954044968147014,141.19054021099498,141.19054021099498,-0.04020115805373645,2,2,0,272,0.0616897433864495,0.0,0.0
balanced_cluster,spatial_flow_belief_memory_h30,30,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.04,0.6402248916231765,-0.0356356673588589,0.1157508799102693,0.7995270105497492,0.1513865472691282,3.4112522361847857,3.011252236184786,20.0,1.0699999999999998,5.954044968147014,141.19054021099498,141.19054021099498,-0.04020115805373645,2,2,0,2192,0.021371142373119198,0.0,0.0
heavy_cluster,no_memory_baseline,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.05,0.6072804292203532,-0.21189780460078778,0.10304246212870799,0.8052675814268426,0.3149402667294958,3.2349900989428564,2.834990098942857,20.0,1.08,5.954044968147014,141.35535162853685,141.35535162853685,-0.07115655598609115,2,2,0,0,1.0,0.0,0.0
heavy_cluster,spatial_flow_belief_memory_h10,10,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.05,0.6072804292203532,-0.21189780460078778,0.10304246212870799,0.8052675814268426,0.3149402667294958,3.2349900989428564,2.834990098942857,20.0,1.08,5.954044968147014,141.35535162853685,141.35535162853685,-0.07115655598609115,2,2,0,765,0.0364579037038998,0.0,0.0
heavy_cluster,spatial_flow_belief_memory_h3,3,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.05,0.6072804292203532,-0.21189780460078778,0.10304246212870799,0.8052675814268426,0.3149402667294958,3.2349900989428564,2.834990098942857,20.0,1.08,5.954044968147014,141.35535162853685,141.35535162853685,-0.07115655598609115,2,2,0,277,0.06141487866321335,0.0,0.0
heavy_cluster,spatial_flow_belief_memory_h30,30,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.05,0.6275755377936,-0.20802912825050401,0.10670550050354614,0.8056338874806328,0.3147346287540502,3.2388587752931404,2.8388587752931405,20.0,1.08,5.954044968147014,141.36267774961266,141.36267774961266,-0.0641313887014334,2,2,0,2175,0.02146946485818655,0.5,0.0
light_cluster,no_memory_baseline,0,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.04,0.6312355354919087,-0.02745663133714786,0.1125931811154592,0.7914133135695245,0.140049812452607,3.419431272206497,3.019431272206497,20.0,1.0699999999999998,5.954044968147014,141.0282662713905,141.0282662713905,-0.044252166251522,2,2,0,0,1.0,0.0,0.0
light_cluster,spatial_flow_belief_memory_h10,10,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.04,0.6310352158736044,-0.02830285122910016,0.1125931811154592,0.7914139004609017,0.14089603234455933,3.4185850523145445,3.0185850523145445,20.0,1.0699999999999998,5.954044968147014,141.028278009218,141.028278009218,-0.0442510210440554,2,2,0,774,0.036315349823416,0.5,0.0
