comparison_type,library_size_case_id,policy_id,baseline_policy_id,history_length,paired_launch_count,mean_paired_delta_launch_score,median_paired_delta_launch_score,win_rate,loss_rate,safety_regression_rate,mission_success_delta_mean,front_wall_terminal_success_delta_mean,wrong_wall_exit_delta_mean,memory_changed_selection_rate,exploration_changed_selection_rate,mean_net_specific_energy_delta_m_delta,mean_positive_specific_energy_gain_m_delta,mean_updraft_specific_energy_gain_proxy_m_delta,mean_terminal_specific_energy_m_delta,mean_terminal_specific_energy_bonus_delta,mean_gross_specific_energy_loss_m_delta,mean_episode_flight_time_s_delta
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,2,0.30082293444243646,0.30082293444243646,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.007187834252517122,0.0,0.012541146722121255,0.007187834252517122,0.0,-0.007187834252517122,0.0
memory_vs_no_memory,balanced_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,2,0.30082293444243646,0.30082293444243646,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.007187834252517122,0.0,0.012541146722121255,0.007187834252517122,0.0,-0.007187834252517122,0.0
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,2,0.29726676201278224,0.29726676201278224,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.010454659587098902,0.0,0.012363338100639859,0.010454659587098902,0.0,-0.010454659587098902,0.0
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,heavy_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,2,0.2113979337184091,0.2113979337184091,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.013650400212452701,0.001788657247241001,0.008069896685921119,0.013650400212452451,0.0,-0.011861742965211697,-0.010000000000000009
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,2,0.625164674782539,0.625164674782539,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.005141893184502644,0.0,0.021258233739126747,0.005141893184502644,0.0,-0.005141893184502644,0.0
memory_vs_no_memory,light_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,2,0.607050947317866,0.607050947317866,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.0036491874973141325,0.004330851670297349,0.020352547365893287,0.0036491874973141325,0.0,0.0006816641729832373,0.0
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h10,no_memory_baseline,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h3,no_memory_baseline,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,no_cluster_no_merge,spatial_flow_belief_memory_h30,no_memory_baseline,30,2,0.48011699469601865,0.48011699469601865,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,0.013242007501846231,-0.003192738708854847,0.016505849734801403,0.01324200750184601,0.0,-0.016434746210701068,0.010000000000000009
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h10,no_memory_baseline,10,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h3,no_memory_baseline,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
memory_vs_no_memory,super_light_cluster,spatial_flow_belief_memory_h30,no_memory_baseline,30,2,0.46404788991698354,0.46404788991698354,0.5,0.5,0.0,0.0,0.0,0.0,1.0,0.0,-0.0024721473102187197,-0.0047876966668303,0.013202394495849756,-0.0024721473102187197,0.0,-0.0023155493566116014,-0.010000000000000009
