sample_id,paired_sample_key,fan_branch,W_layer,test_environment_mode,entry_source,launch_gate_id,initial_state_vector,initial_state_admission_status,primitive_id,primitive_family,controller_mode,feedback_mode,latency_case,claim_status,evidence_role,governor_decision_status,primary_rejection_reason,all_rejection_reasons,outcome_class,accepted,failure_label,duration_s,dwell_time_s,energy_initial_m,energy_final_m,energy_residual_m,minimum_margin_m,minimum_speed_m_s,exit_speed_m_s,control_saturation,rollout_integrity_success,entry_check_status,exit_check_status,mission_feedback_path_status,x0_w_m,y0_w_m,z0_w_m,phi0_rad,theta0_rad,psi0_rad,speed0_m_s,wind_mode,updraft_model_id,updraft_model_source,wind_binding_status,x_terminal_w_m,y_terminal_w_m,z_terminal_w_m,phi_terminal_rad,theta_terminal_rad,psi_terminal_rad,u_terminal_m_s,v_terminal_m_s,w_terminal_m_s,p_terminal_rad_s,q_terminal_rad_s,r_terminal_rad_s,w_wing_mean_m_s,delta_w_lr_m_s,spanwise_gradient_m_s_m,spanwise_w_gradient_m_s_per_m,wind_descriptor_status,wind_descriptor_environment_mode,wind_descriptor_model_id,wind_descriptor_model_source,state_feedback_delay_s,command_onset_delay_s,command_transport_delay_s,actuator_tau_s,actuator_t50_s,actuator_t90_s,latency_jitter_s,timing_model_version,latency_pass_label,state_feedback_delay_applied,command_delay_applied,actuator_lag_applied,source_W_layer,focused_replay_source,domain_randomisation_requested,domain_randomisation_status
fg_20260523_four_fan_branch_W1_000000,fg_pair_20260523_four_fan_branch_000000,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.37998175312;2.07305679645;1.78668842666;0.687663483844;-0.272605914863;0.161017366568;7.22772703181;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260523_four_fan_branch_W1_000000__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,instant_state_feedback,nominal,simulation_only,partial_feedback,rejected_entry_check_failed,primitive_entry_check_failed,primitive_entry_check_failed,rejected,False,primitive_entry_check_failed,0.0,0.0,4.449279560521212,4.449279560521212,0.0,0.1799817531200001,7.22772703181,7.22772703181,0.0,False,admitted_main_gate|primitive_entry_failed,primitive_exit_failed:rollout_success,partial_feedback_entry_check_failed,1.37998175312,2.07305679645,1.78668842666,0.687663483844,-0.272605914863,0.161017366568,7.22772703181,panel,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,measured_updraft_bound_focused_replay,1.37998175312,2.07305679645,1.78668842666,0.687663483844,-0.272605914863,0.161017366568,7.22772703181,0.0,0.0,0.0,0.0,0.0,0.1202873549040803,0.0469762414247373,0.1040862292890306,0.1040862292890306,wind_model_evaluated,W1_four_fan,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,True,True,W2,selected_W1_or_medoid_case,True,blocked_until_feedback_replay_path_available
fg_20260523_four_fan_branch_W1_000001,fg_pair_20260523_four_fan_branch_000001,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.30101700429;1.97792135809;1.61151146131;0.122158184925;0.318984982088;0.238372963367;6.07209125608;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260523_four_fan_branch_W1_000001__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,instant_state_feedback,nominal,simulation_only,partial_feedback,rejected_entry_check_failed,primitive_entry_check_failed,primitive_entry_check_failed,rejected,False,primitive_entry_check_failed,0.0,0.0,3.4907312483723443,3.4907312483723443,0.0,0.10101700429,6.07209125608,6.07209125608,0.0,False,admitted_main_gate|primitive_entry_failed,primitive_exit_failed:rollout_success,partial_feedback_entry_check_failed,1.30101700429,1.97792135809,1.61151146131,0.122158184925,0.318984982088,0.238372963367,6.07209125608,panel,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,measured_updraft_bound_focused_replay,1.30101700429,1.97792135809,1.61151146131,0.122158184925,0.318984982088,0.238372963367,6.07209125608,0.0,0.0,0.0,0.0,0.0,0.1023151744362524,0.024118526866622,0.0523910638562711,0.0523910638562711,wind_model_evaluated,W1_four_fan,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,True,True,W2,selected_W1_or_medoid_case,True,blocked_until_feedback_replay_path_available
fg_20260523_four_fan_branch_W1_000002,fg_pair_20260523_four_fan_branch_000002,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.26031214971;2.14732382654;1.53470496632;0.313421699929;-0.685404204228;-0.175213625723;6.7416630795;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260523_four_fan_branch_W1_000002__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,instant_state_feedback,nominal,simulation_only,partial_feedback,rejected_entry_check_failed,primitive_entry_check_failed,primitive_entry_check_failed,rejected,False,primitive_entry_check_failed,0.0,0.0,3.851219802073997,3.851219802073997,0.0,0.06031214971,6.7416630795,6.7416630795,0.0,False,admitted_main_gate|primitive_entry_failed,primitive_exit_failed:rollout_success,partial_feedback_entry_check_failed,1.26031214971,2.14732382654,1.53470496632,0.313421699929,-0.685404204228,-0.175213625723,6.7416630795,panel,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,measured_updraft_bound_focused_replay,1.26031214971,2.14732382654,1.53470496632,0.313421699929,-0.685404204228,-0.175213625723,6.7416630795,0.0,0.0,0.0,0.0,0.0,0.0942671397115536,0.0059426319052685,0.0129456978963743,0.0129456978963743,wind_model_evaluated,W1_four_fan,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,True,True,W2,selected_W1_or_medoid_case,True,blocked_until_feedback_replay_path_available
fg_20260523_four_fan_branch_W1_000003,fg_pair_20260523_four_fan_branch_000003,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.3294124652;1.82867579335;1.78275598554;-0.604826265388;-0.113683292226;-0.0140776576712;6.90644808698;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260523_four_fan_branch_W1_000003__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,instant_state_feedback,nominal,simulation_only,partial_feedback,rejected_entry_check_failed,primitive_entry_check_failed,primitive_entry_check_failed,rejected,False,primitive_entry_check_failed,0.0,0.0,4.2138989609808615,4.2138989609808615,0.0,0.1294124651999999,6.90644808698,6.90644808698,0.0,False,admitted_main_gate|primitive_entry_failed,primitive_exit_failed:rollout_success,partial_feedback_entry_check_failed,1.3294124652,1.82867579335,1.78275598554,-0.604826265388,-0.113683292226,-0.0140776576712,6.90644808698,panel,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,measured_updraft_bound_focused_replay,1.3294124652,1.82867579335,1.78275598554,-0.604826265388,-0.113683292226,-0.0140776576712,6.90644808698,0.0,0.0,0.0,0.0,0.0,0.1204776480894401,-0.0115685079837843,-0.0273340668722915,-0.0273340668722915,wind_model_evaluated,W1_four_fan,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,True,True,W2,selected_W1_or_medoid_case,True,blocked_until_feedback_replay_path_available
fg_20260523_four_fan_branch_W1_000005,fg_pair_20260523_four_fan_branch_000005,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.30526265856;2.16834603159;1.8295181033;0.316132385841;-0.610801365938;0.114609157317;6.50770719828;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260523_four_fan_branch_W1_000005__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,instant_state_feedback,nominal,simulation_only,partial_feedback,rejected_entry_check_failed,primitive_entry_check_failed,primitive_entry_check_failed,rejected,False,primitive_entry_check_failed,0.0,0.0,3.988042719943493,3.988042719943493,0.0,0.10526265856,6.50770719828,6.50770719828,0.0,False,admitted_main_gate|primitive_entry_failed,primitive_exit_failed:rollout_success,partial_feedback_entry_check_failed,1.30526265856,2.16834603159,1.8295181033,0.316132385841,-0.610801365938,0.114609157317,6.50770719828,panel,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,measured_updraft_bound_focused_replay,1.30526265856,2.16834603159,1.8295181033,0.316132385841,-0.610801365938,0.114609157317,6.50770719828,0.0,0.0,0.0,0.0,0.0,0.1142623850326734,0.0252796431252713,0.0557789119269887,0.0557789119269887,wind_model_evaluated,W1_four_fan,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,True,True,W2,selected_W1_or_medoid_case,True,blocked_until_feedback_replay_path_available
fg_20260523_four_fan_branch_W1_000007,fg_pair_20260523_four_fan_branch_000007,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.21994399995;1.81293841142;1.7425955893;0.440986172367;-0.577922677734;-0.416622624338;6.71610613752;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260523_four_fan_branch_W1_000007__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,instant_state_feedback,nominal,simulation_only,partial_feedback,rejected_entry_check_failed,primitive_entry_check_failed,primitive_entry_check_failed,rejected,False,primitive_entry_check_failed,0.0,0.0,4.041580382900092,4.041580382900092,0.0,0.0199439999499999,6.71610613752,6.71610613752,0.0,False,admitted_main_gate|primitive_entry_failed,primitive_exit_failed:rollout_success,partial_feedback_entry_check_failed,1.21994399995,1.81293841142,1.7425955893,0.440986172367,-0.577922677734,-0.416622624338,6.71610613752,panel,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,measured_updraft_bound_focused_replay,1.21994399995,1.81293841142,1.7425955893,0.440986172367,-0.577922677734,-0.416622624338,6.71610613752,0.0,0.0,0.0,0.0,0.0,0.1062190432520914,0.0142635030146126,0.031111862570718,0.031111862570718,wind_model_evaluated,W1_four_fan,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,True,True,W2,selected_W1_or_medoid_case,True,blocked_until_feedback_replay_path_available
fg_20260523_four_fan_branch_W1_000008,fg_pair_20260523_four_fan_branch_000008,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.35035294343;1.93128071178;1.83121217019;-0.21667512321;-0.463477359552;0.519570896551;4.72597374439;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260523_four_fan_branch_W1_000008__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,instant_state_feedback,nominal,simulation_only,partial_feedback,rejected_entry_check_failed,primitive_entry_check_failed,primitive_entry_check_failed,rejected,False,primitive_entry_check_failed,0.0,0.0,2.96958259998937,2.96958259998937,0.0,0.1503529434299999,4.72597374439,4.72597374439,0.0,False,admitted_main_gate|primitive_entry_failed,primitive_exit_failed:rollout_success,partial_feedback_entry_check_failed,1.35035294343,1.93128071178,1.83121217019,-0.21667512321,-0.463477359552,0.519570896551,4.72597374439,panel,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,measured_updraft_bound_focused_replay,1.35035294343,1.93128071178,1.83121217019,-0.21667512321,-0.463477359552,0.519570896551,4.72597374439,0.0,0.0,0.0,0.0,0.0,0.1263969534916048,0.0274458954417047,0.0605413139317591,0.0605413139317591,wind_model_evaluated,W1_four_fan,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,True,True,W2,selected_W1_or_medoid_case,True,blocked_until_feedback_replay_path_available
fg_20260523_four_fan_branch_W1_000009,fg_pair_20260523_four_fan_branch_000009,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.24437790879;2.084300099;1.8790557386;0.471780264209;-0.772895298652;-0.283090067413;6.27230268617;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260523_four_fan_branch_W1_000009__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,instant_state_feedback,nominal,simulation_only,partial_feedback,rejected_entry_check_failed,primitive_entry_check_failed,primitive_entry_check_failed,rejected,False,primitive_entry_check_failed,0.0,0.0,3.884243352613017,3.884243352613017,0.0,0.04437790879,6.27230268617,6.27230268617,0.0,False,admitted_main_gate|primitive_entry_failed,primitive_exit_failed:rollout_success,partial_feedback_entry_check_failed,1.24437790879,2.084300099,1.8790557386,0.471780264209,-0.772895298652,-0.283090067413,6.27230268617,panel,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,measured_updraft_bound_focused_replay,1.24437790879,2.084300099,1.8790557386,0.471780264209,-0.772895298652,-0.283090067413,6.27230268617,0.0,0.0,0.0,0.0,0.0,0.1142675478400548,0.0202492492208562,0.0442934083534508,0.0442934083534508,wind_model_evaluated,W1_four_fan,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,True,True,W2,selected_W1_or_medoid_case,True,blocked_until_feedback_replay_path_available
fg_20260523_four_fan_branch_W1_000010,fg_pair_20260523_four_fan_branch_000010,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.30761108102;1.83955005301;1.87081500077;-0.146188489137;-0.638755778109;0.502826938239;5.43777196498;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260523_four_fan_branch_W1_000010__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,instant_state_feedback,nominal,simulation_only,partial_feedback,rejected_entry_check_failed,primitive_entry_check_failed,primitive_entry_check_failed,rejected,False,primitive_entry_check_failed,0.0,0.0,3.3779181579118167,3.3779181579118167,0.0,0.1076110810199999,5.43777196498,5.43777196498,0.0,False,admitted_main_gate|primitive_entry_failed,primitive_exit_failed:rollout_success,partial_feedback_entry_check_failed,1.30761108102,1.83955005301,1.87081500077,-0.146188489137,-0.638755778109,0.502826938239,5.43777196498,panel,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,measured_updraft_bound_focused_replay,1.30761108102,1.83955005301,1.87081500077,-0.146188489137,-0.638755778109,0.502826938239,5.43777196498,0.0,0.0,0.0,0.0,0.0,0.1269059286619824,0.0273464886998671,0.0600755605753765,0.0600755605753765,wind_model_evaluated,W1_four_fan,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,True,True,W2,selected_W1_or_medoid_case,True,blocked_until_feedback_replay_path_available
fg_20260523_four_fan_branch_W1_000012,fg_pair_20260523_four_fan_branch_000012,four_fan_branch,W3,W1_four_fan,launch_gate_main,fixed_gate_main_v1,1.33339396743;1.82839518216;1.82132714868;0.345239018016;0.0830040000018;-0.363890095394;6.05861063531;0;0;0;0;0;0;0;0,admitted_main_gate,fg_20260523_four_fan_branch_W1_000012__W1__energy_retaining_bank,energy_retaining_bank,feedback_stabilised_primitive,instant_state_feedback,nominal,simulation_only,partial_feedback,rejected_entry_check_failed,primitive_entry_check_failed,primitive_entry_check_failed,rejected,False,primitive_entry_check_failed,0.0,0.0,3.6922121043523455,3.6922121043523455,0.0,0.1333939674299999,6.05861063531,6.05861063531,0.0,False,admitted_main_gate|primitive_entry_failed,primitive_exit_failed:rollout_success,partial_feedback_entry_check_failed,1.33339396743,1.82839518216,1.82132714868,0.345239018016,0.0830040000018,-0.363890095394,6.05861063531,panel,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,measured_updraft_bound_focused_replay,1.33339396743,1.82839518216,1.82132714868,0.345239018016,0.0830040000018,-0.363890095394,6.05861063531,0.0,0.0,0.0,0.0,0.0,0.1205922762344262,0.0064825522398377,0.0142124556191726,0.0142124556191726,wind_model_evaluated,W1_four_fan,four_gaussian_var,01_Thermal/B_results/four_var_params.xlsx,0.0229,0.073,0.0,0.050494326;0.050494326;0.050494326,0.108,0.13,0.0,measured_vicon_one_pole_command_response_v1,nominal_fail,False,True,True,W2,selected_W1_or_medoid_case,True,blocked_until_feedback_replay_path_available
