library_size_case_id,primitive_id,transition_entry_class,start_state_family,candidate_rows,viable_rows
balanced_cluster,lift_entry,launch_gate,launch_gate,4,4
heavy_cluster,lift_dwell_arc,launch_gate,launch_gate,4,4
light_cluster,lift_entry,launch_gate,launch_gate,4,4
light_cluster,mild_turn_left,launch_gate,launch_gate,4,4
light_cluster,recovery,launch_gate,launch_gate,4,4
light_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,4,4
no_cluster_no_merge,energy_retaining_bank,launch_gate,launch_gate,7,7
no_cluster_no_merge,glide,launch_gate,launch_gate,4,4
no_cluster_no_merge,lift_dwell_arc,launch_gate,launch_gate,17,17
no_cluster_no_merge,lift_entry,launch_gate,launch_gate,4,4
no_cluster_no_merge,mild_turn_left,launch_gate,launch_gate,4,4
no_cluster_no_merge,mild_turn_right,launch_gate,launch_gate,16,16
no_cluster_no_merge,recovery,launch_gate,launch_gate,4,4
no_cluster_no_merge,safe_exit_or_recovery_handoff,launch_gate,launch_gate,4,4
super_light_cluster,energy_retaining_bank,launch_gate,launch_gate,4,4
super_light_cluster,glide,launch_gate,launch_gate,4,4
super_light_cluster,lift_dwell_arc,launch_gate,launch_gate,4,4
super_light_cluster,lift_entry,launch_gate,launch_gate,4,4
super_light_cluster,mild_turn_left,launch_gate,launch_gate,4,4
super_light_cluster,mild_turn_right,launch_gate,launch_gate,4,4
super_light_cluster,recovery,launch_gate,launch_gate,4,4
super_light_cluster,safe_exit_or_recovery_handoff,launch_gate,launch_gate,4,4
