fan_branch,W_layer,primitive_family,latency_case,entry_source,outcome_class,evidence_role,feedback_mode,row_count,cluster_count,cluster_strategy
four_fan_branch,W0,lift_dwell_arc,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W0,lift_dwell_arc,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,4,1,rank_cases_no_clustering
four_fan_branch,W0,lift_dwell_arc,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,6,1,rank_cases_no_clustering
four_fan_branch,W0,lift_dwell_arc,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,7,1,rank_cases_no_clustering
four_fan_branch,W0,lift_dwell_arc,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W0,lift_dwell_arc,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W0,lift_dwell_arc,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W0,lift_dwell_arc,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
four_fan_branch,W0,lift_entry,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W0,lift_entry,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,4,1,rank_cases_no_clustering
four_fan_branch,W0,lift_entry,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,6,1,rank_cases_no_clustering
four_fan_branch,W0,lift_entry,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,7,1,rank_cases_no_clustering
four_fan_branch,W0,lift_entry,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W0,lift_entry,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W0,lift_entry,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W0,lift_entry,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_left,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_left,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,4,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_left,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,6,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_left,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,7,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_left,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_left,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_left,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_left,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_right,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_right,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,4,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_right,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,6,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_right,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,7,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_right,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_right,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_right,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W0,mild_coordinated_turn_right,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
four_fan_branch,W0,recovery,nominal,launch_gate_main,accepted,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
four_fan_branch,W0,recovery,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W0,recovery,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,4,1,rank_cases_no_clustering
four_fan_branch,W0,recovery,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,6,1,rank_cases_no_clustering
four_fan_branch,W0,recovery,nominal,launch_gate_main,failed,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
four_fan_branch,W0,recovery,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,5,1,rank_cases_no_clustering
four_fan_branch,W0,recovery,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W0,recovery,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W0,recovery,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W0,recovery,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
four_fan_branch,W1,energy_retaining_bank,nominal,diagnostic_broad_only,diagnostic_rollout_failed,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
four_fan_branch,W1,energy_retaining_bank,nominal,diagnostic_broad_only,rejected,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
four_fan_branch,W1,energy_retaining_bank,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W1,energy_retaining_bank,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
four_fan_branch,W1,energy_retaining_bank,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
four_fan_branch,W1,energy_retaining_bank,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,7,1,rank_cases_no_clustering
four_fan_branch,W1,energy_retaining_bank,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W1,energy_retaining_bank,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,energy_retaining_bank,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,energy_retaining_bank,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
four_fan_branch,W1,glide,nominal,diagnostic_broad_only,diagnostic_rollout_failed,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
four_fan_branch,W1,glide,nominal,diagnostic_broad_only,rejected,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
four_fan_branch,W1,glide,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W1,glide,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
four_fan_branch,W1,glide,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
four_fan_branch,W1,glide,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,7,1,rank_cases_no_clustering
four_fan_branch,W1,glide,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W1,glide,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,glide,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,glide,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
four_fan_branch,W1,lift_dwell_arc,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W1,lift_dwell_arc,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
four_fan_branch,W1,lift_dwell_arc,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
four_fan_branch,W1,lift_dwell_arc,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,7,1,rank_cases_no_clustering
four_fan_branch,W1,lift_dwell_arc,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W1,lift_dwell_arc,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,lift_dwell_arc,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,lift_dwell_arc,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
four_fan_branch,W1,lift_entry,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W1,lift_entry,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
four_fan_branch,W1,lift_entry,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
four_fan_branch,W1,lift_entry,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,7,1,rank_cases_no_clustering
four_fan_branch,W1,lift_entry,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W1,lift_entry,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,lift_entry,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,lift_entry,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_left,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_left,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_left,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_left,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,7,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_left,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_left,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_left,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_left,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_right,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_right,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_right,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_right,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,7,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_right,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_right,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_right,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,mild_coordinated_turn_right,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
four_fan_branch,W1,recovery,nominal,launch_gate_main,accepted,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
four_fan_branch,W1,recovery,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,3,1,rank_cases_no_clustering
four_fan_branch,W1,recovery,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
four_fan_branch,W1,recovery,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
four_fan_branch,W1,recovery,nominal,launch_gate_main,failed,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
four_fan_branch,W1,recovery,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,5,1,rank_cases_no_clustering
four_fan_branch,W1,recovery,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,1,1,rank_cases_no_clustering
four_fan_branch,W1,recovery,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,recovery,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,2,1,rank_cases_no_clustering
four_fan_branch,W1,recovery,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,3,1,rank_cases_no_clustering
single_fan_branch,W0,energy_retaining_bank,nominal,diagnostic_broad_only,diagnostic_rollout_failed,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
single_fan_branch,W0,energy_retaining_bank,nominal,diagnostic_broad_only,rejected,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
single_fan_branch,W0,energy_retaining_bank,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,4,1,rank_cases_no_clustering
single_fan_branch,W0,energy_retaining_bank,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,energy_retaining_bank,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
single_fan_branch,W0,energy_retaining_bank,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,6,1,rank_cases_no_clustering
single_fan_branch,W0,energy_retaining_bank,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,2,1,rank_cases_no_clustering
single_fan_branch,W0,energy_retaining_bank,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,energy_retaining_bank,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
single_fan_branch,W0,energy_retaining_bank,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,2,1,rank_cases_no_clustering
single_fan_branch,W0,glide,nominal,diagnostic_broad_only,diagnostic_rollout_failed,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
single_fan_branch,W0,glide,nominal,diagnostic_broad_only,rejected,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
single_fan_branch,W0,glide,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,4,1,rank_cases_no_clustering
single_fan_branch,W0,glide,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,glide,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
single_fan_branch,W0,glide,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,6,1,rank_cases_no_clustering
single_fan_branch,W0,glide,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,2,1,rank_cases_no_clustering
single_fan_branch,W0,glide,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,glide,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
single_fan_branch,W0,glide,nominal,local_robustness_shell,failed,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
single_fan_branch,W0,glide,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
single_fan_branch,W0,lift_dwell_arc,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,4,1,rank_cases_no_clustering
single_fan_branch,W0,lift_dwell_arc,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,lift_dwell_arc,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
single_fan_branch,W0,lift_dwell_arc,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,6,1,rank_cases_no_clustering
single_fan_branch,W0,lift_dwell_arc,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,2,1,rank_cases_no_clustering
single_fan_branch,W0,lift_dwell_arc,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,lift_dwell_arc,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
single_fan_branch,W0,lift_dwell_arc,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,2,1,rank_cases_no_clustering
single_fan_branch,W0,lift_entry,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,4,1,rank_cases_no_clustering
single_fan_branch,W0,lift_entry,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,lift_entry,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
single_fan_branch,W0,lift_entry,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,6,1,rank_cases_no_clustering
single_fan_branch,W0,lift_entry,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,2,1,rank_cases_no_clustering
single_fan_branch,W0,lift_entry,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,lift_entry,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
single_fan_branch,W0,lift_entry,nominal,local_robustness_shell,failed,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
single_fan_branch,W0,lift_entry,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_left,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,4,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_left,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_left,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_left,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,6,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_left,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,2,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_left,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_left,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_left,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,2,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_right,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,4,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_right,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_right,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_right,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,6,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_right,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,2,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_right,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_right,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
single_fan_branch,W0,mild_coordinated_turn_right,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,2,1,rank_cases_no_clustering
single_fan_branch,W0,recovery,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,4,1,rank_cases_no_clustering
single_fan_branch,W0,recovery,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,recovery,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
single_fan_branch,W0,recovery,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,6,1,rank_cases_no_clustering
single_fan_branch,W0,recovery,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,2,1,rank_cases_no_clustering
single_fan_branch,W0,recovery,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W0,recovery,nominal,local_robustness_shell,diagnostic_rollout_success,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
single_fan_branch,W0,recovery,nominal,local_robustness_shell,rejected,partial_feedback,instant_state_feedback,2,1,rank_cases_no_clustering
single_fan_branch,W1,energy_retaining_bank,nominal,diagnostic_broad_only,diagnostic_rollout_failed,ablation_diagnostic,open_loop,1,1,rank_cases_no_clustering
single_fan_branch,W1,energy_retaining_bank,nominal,diagnostic_broad_only,rejected,partial_feedback,instant_state_feedback,1,1,rank_cases_no_clustering
single_fan_branch,W1,energy_retaining_bank,nominal,launch_gate_main,blocked_partial,blocked_partial,unavailable,4,1,rank_cases_no_clustering
single_fan_branch,W1,energy_retaining_bank,nominal,launch_gate_main,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
single_fan_branch,W1,energy_retaining_bank,nominal,launch_gate_main,diagnostic_rollout_success,ablation_diagnostic,open_loop,7,1,rank_cases_no_clustering
single_fan_branch,W1,energy_retaining_bank,nominal,launch_gate_main,rejected,partial_feedback,instant_state_feedback,6,1,rank_cases_no_clustering
single_fan_branch,W1,energy_retaining_bank,nominal,local_robustness_shell,blocked_partial,blocked_partial,unavailable,2,1,rank_cases_no_clustering
single_fan_branch,W1,energy_retaining_bank,nominal,local_robustness_shell,diagnostic_rollout_failed,ablation_diagnostic,open_loop,3,1,rank_cases_no_clustering
