cluster_id,medoid_sample_id,primitive_id,fan_branch,W_layer,latency_case,entry_source,outcome_class,primitive_family,dwell_time_s,energy_residual_m,minimum_margin_m,exit_speed_m_s,failure_label,recommended_use,is_medoid,controller_mode,feedback_mode,claim_status,evidence_role
fan_branch=four_fan_branch|W_layer=W0|primitive_family=lift_dwell_arc|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000011,fg_20260522_four_fan_branch_W1_000011__W0__lift_dwell_arc,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_failed,lift_dwell_arc,0.0,-0.2895619230130908,-0.0514272410566709,8.691024991090769,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=lift_dwell_arc|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000012,fg_20260522_four_fan_branch_W1_000012__W0__lift_dwell_arc,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_success,lift_dwell_arc,0.0,-0.2451751188382454,0.0836338570500001,2.7184771055520787,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=lift_dwell_arc|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000011,fg_20260522_four_fan_branch_W1_000011__W0__lift_dwell_arc,four_fan_branch,W0,nominal,local_robustness_shell,rejected,lift_dwell_arc,0.0,0.0,0.19008476666,7.49721328985,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=lift_entry|latency_case=nominal|entry_source=launch_gate_main|outcome_class=blocked_partial|evidence_role=blocked_partial|feedback_mode=unavailable__c00,fg_20260522_four_fan_branch_W1_000004,fg_20260522_four_fan_branch_W1_000004__W0__lift_entry,four_fan_branch,W0,nominal,launch_gate_main,blocked_partial,lift_entry,0.0,0.0,0.1479391300400001,4.32989319828,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked,True,feedback_stabilised_primitive,unavailable,simulation_only,blocked_partial
fan_branch=four_fan_branch|W_layer=W0|primitive_family=lift_entry|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000006,fg_20260522_four_fan_branch_W1_000006__W0__lift_entry,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_failed,lift_entry,0.0,-0.2091554636750086,-0.075996157676667,7.971887411513406,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=lift_entry|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000005,fg_20260522_four_fan_branch_W1_000005__W0__lift_entry,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_success,lift_entry,0.0,-0.2002328856748398,0.1390899723600001,4.324311528867521,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=lift_entry|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W0__lift_entry,four_fan_branch,W0,nominal,launch_gate_main,rejected,lift_entry,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=lift_entry|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=blocked_partial|evidence_role=blocked_partial|feedback_mode=unavailable__c00,fg_20260522_four_fan_branch_W1_000012,fg_20260522_four_fan_branch_W1_000012__W0__lift_entry,four_fan_branch,W0,nominal,local_robustness_shell,blocked_partial,lift_entry,0.0,0.0,0.0836338570500001,4.27532064512,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked,True,feedback_stabilised_primitive,unavailable,simulation_only,blocked_partial
fan_branch=four_fan_branch|W_layer=W0|primitive_family=lift_entry|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000011,fg_20260522_four_fan_branch_W1_000011__W0__lift_entry,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_failed,lift_entry,0.0,-0.2895619230130908,-0.0514272410566709,8.691024991090769,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=lift_entry|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000012,fg_20260522_four_fan_branch_W1_000012__W0__lift_entry,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_success,lift_entry,0.0,-0.2451751188382454,0.0836338570500001,2.7184771055520787,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=lift_entry|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000011,fg_20260522_four_fan_branch_W1_000011__W0__lift_entry,four_fan_branch,W0,nominal,local_robustness_shell,rejected,lift_entry,0.0,0.0,0.19008476666,7.49721328985,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=blocked_partial|evidence_role=blocked_partial|feedback_mode=unavailable__c00,fg_20260522_four_fan_branch_W1_000004,fg_20260522_four_fan_branch_W1_000004__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,launch_gate_main,blocked_partial,mild_coordinated_turn_left,0.0,0.0,0.1479391300400001,4.32989319828,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked,True,feedback_stabilised_primitive,unavailable,simulation_only,blocked_partial
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000006,fg_20260522_four_fan_branch_W1_000006__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_failed,mild_coordinated_turn_left,0.0,-0.2138054913041887,-0.0663227021557678,7.954241771686435,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000005,fg_20260522_four_fan_branch_W1_000005__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_success,mild_coordinated_turn_left,0.0,-0.2004056355199273,0.1390899723600001,4.357088518371594,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,launch_gate_main,rejected,mild_coordinated_turn_left,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=blocked_partial|evidence_role=blocked_partial|feedback_mode=unavailable__c00,fg_20260522_four_fan_branch_W1_000012,fg_20260522_four_fan_branch_W1_000012__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,local_robustness_shell,blocked_partial,mild_coordinated_turn_left,0.0,0.0,0.0836338570500001,4.27532064512,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked,True,feedback_stabilised_primitive,unavailable,simulation_only,blocked_partial
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000010,fg_20260522_four_fan_branch_W1_000010__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_failed,mild_coordinated_turn_left,0.0,-0.1017826309052516,-0.0454552283093045,6.68576856733611,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000012,fg_20260522_four_fan_branch_W1_000012__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,local_robustness_shell,diagnostic_rollout_success,mild_coordinated_turn_left,0.0,-0.2424103354934412,0.0836338570500001,2.7412938899013386,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_left|latency_case=nominal|entry_source=local_robustness_shell|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000011,fg_20260522_four_fan_branch_W1_000011__W0__mild_coordinated_turn_left,four_fan_branch,W0,nominal,local_robustness_shell,rejected,mild_coordinated_turn_left,0.0,0.0,0.19008476666,7.49721328985,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=blocked_partial|evidence_role=blocked_partial|feedback_mode=unavailable__c00,fg_20260522_four_fan_branch_W1_000004,fg_20260522_four_fan_branch_W1_000004__W0__mild_coordinated_turn_right,four_fan_branch,W0,nominal,launch_gate_main,blocked_partial,mild_coordinated_turn_right,0.0,0.0,0.1479391300400001,4.32989319828,blocked_feedback_adapter_error:straight trim did not converge for fixed-gate feedback replay.,blocked,True,feedback_stabilised_primitive,unavailable,simulation_only,blocked_partial
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_failed|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000006,fg_20260522_four_fan_branch_W1_000006__W0__mild_coordinated_turn_right,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_failed,mild_coordinated_turn_right,0.0,-0.2149681440837008,-0.0700291530751988,7.957378430233576,true_safety_violation,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=diagnostic_rollout_success|evidence_role=ablation_diagnostic|feedback_mode=open_loop__c00,fg_20260522_four_fan_branch_W1_000005,fg_20260522_four_fan_branch_W1_000005__W0__mild_coordinated_turn_right,four_fan_branch,W0,nominal,launch_gate_main,diagnostic_rollout_success,mild_coordinated_turn_right,0.0,-0.2147633288344104,0.1390899723600001,4.223382556892043,diagnostic_open_loop_not_mission_evidence,diagnostic_only,True,open_loop_rollout,open_loop,simulation_only,ablation_diagnostic
fan_branch=four_fan_branch|W_layer=W0|primitive_family=mild_coordinated_turn_right|latency_case=nominal|entry_source=launch_gate_main|outcome_class=rejected|evidence_role=partial_feedback|feedback_mode=instant_state_feedback__c00,fg_20260522_four_fan_branch_W1_000008,fg_20260522_four_fan_branch_W1_000008__W0__mild_coordinated_turn_right,four_fan_branch,W0,nominal,launch_gate_main,rejected,mild_coordinated_turn_right,0.0,0.0,0.1689176949699999,5.27775603861,primitive_entry_check_failed,reject,True,feedback_stabilised_primitive,instant_state_feedback,simulation_only,partial_feedback
