primitive_variant_id,controller_id,primitive_id,candidate_index,candidate_weight_label,bundle_status,blocked_reason
primvar_glide_transition_object_7264f5cec947,lqrta_glide_0b07c7edb42e,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_9be0a30b435f,lqrta_glide_59306da5f517,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_a1db0edfcc2b,lqrta_glide_61e233e2b9ba,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_86627303df6b,lqrta_glide_1052ddf903ec,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_262376c05e68,lqrta_glide_2454b6fe6f4f,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_8ef003d61530,lqrta_glide_bd32f9f27990,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_f3c24f6c4e8c,lqrta_glide_d65b7bb77c71,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_20640dcf8de2,lqrta_glide_0189c62da845,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_d3b5f3a9ffc3,lqrta_glide_4be5fe852a33,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_693983137d18,lqrta_glide_2238078e6bb4,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_bd075fed60d5,lqrta_glide_5c4c1c75995f,glide,1,glide_robust_anchor_attitude_heavy_ref_pitch_up_001,ready,
primvar_glide_transition_object_c255d611dfdd,lqrta_glide_f2b971aa6641,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_2f647d982cab,lqrta_glide_67faf5e1e912,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_88ce101a2a12,lqrta_glide_b266403e3d13,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_60c88b5fac4e,lqrta_glide_3bc95f810bb2,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_3d6fcb9af99b,lqrta_glide_7db7aa3a459b,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_2f770e1e6e02,lqrta_glide_ec756068ef2d,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_fbb060630006,lqrta_glide_55153891fd71,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
primvar_glide_transition_object_2b3431281ae5,lqrta_glide_8cb838dd20d3,glide,2,glide_robust_anchor_passive_velocity_moderate_ref_energy_seek_pitch_002,ready,
